seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
152,0,0,0,0,4,4,0,6,6,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8090484580025077,0.8087108340114355,-0.0003376239910721779
153,1,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.764343250542879,1.735802291892469,-0.028540958650410175
154,2,0,0,0,4,4,0,5,5,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1.1795735824853182,1.1855455841869116,0.005972001701593399
155,3,1,1,0,10,10,0,14,14,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.3383259177207947,2.1865916661918163,-0.15173425152897835
156,0,1,1,0,10,10,0,6,6,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.8572042919695377,1.928858958184719,0.07165466621518135
157,1,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,3,3,0,0,0,0,0,0,0,2.7153503326699138,2.722710333764553,0.007360001094639301
158,2,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,1.745805375277996,1.7321496671065688,-0.01365570817142725
159,3,0,0,0,8,8,0,6,6,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.5360590405762196,1.4804601659998298,-0.05559887457638979
160,0,1,1,0,10,10,0,10,10,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,2.327982542105019,2.8360704174265265,0.5080878753215075
161,1,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,0,0,0,1,1,0,0,0,0,2.1292548747733235,2.180625917389989,0.05137104261666536
162,2,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,1.7393552921712399,1.6423692917451262,-0.0969860004261136
163,3,0,0,0,9,9,0,8,8,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,2.0421369578689337,2.063358750194311,0.021221792325377464
164,0,0,0,0,5,5,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.213078291155398,1.2104593329131603,-0.002618958242237568
165,1,0,0,0,4,4,0,3,3,0,1,1,0,1,1,0,7,7,0,0,0,0,0,0,0,1.6003007926046848,1.5984822921454906,-0.0018185004591941833
166,2,0,0,0,9,9,0,11,11,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.5988175412639976,2.6073022494092584,0.00848470814526081
167,3,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,6,6,0,0,0,0,0,0,0,2.802147749811411,2.7702247500419617,-0.031922999769449234
168,0,0,0,0,8,8,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,1.781108875758946,1.768740457482636,-0.012368418276309967
169,1,0,0,0,2,2,0,11,11,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1.274861834011972,1.2634689584374428,-0.011392875574529171
170,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.008225250057876,1.971886333078146,-0.03633891697973013
171,3,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,4,4,0,0,0,0,0,0,0,1.8737394586205482,1.8612492913380265,-0.012490167282521725
172,0,1,1,0,10,10,0,13,13,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.8963505420833826,1.895610375329852,-0.0007401667535305023
173,1,0,0,0,6,6,0,5,5,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,2.002606250345707,1.9868659162893891,-0.015740334056317806
174,2,0,0,0,6,6,0,6,6,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.8834926253184676,0.8944449992850423,0.010952373966574669
175,3,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,2.472379165701568,2.444025750271976,-0.028353415429592133
176,0,1,1,0,10,10,0,12,12,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,1.6494946666061878,1.6692366674542427,0.019742000848054886
177,1,0,0,0,8,8,0,11,11,0,5,5,0,1,1,0,3,3,0,0,0,0,0,0,0,2.1011462081223726,2.1098774587735534,0.008731250651180744
178,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.286760582588613,2.2519979998469353,-0.03476258274167776
179,3,1,1,0,10,10,0,7,7,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,1.2485117502510548,1.3511379165574908,0.10262616630643606
180,0,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,1.9641180830076337,1.9139458751305938,-0.05017220787703991
181,1,1,1,0,10,10,0,8,8,0,1,1,0,4,4,0,7,7,0,0,0,0,0,0,0,2.5848710825666785,2.5847809575498104,-9.012501686811447e-05
182,2,1,1,0,11,11,0,14,14,0,4,4,0,2,2,0,4,4,0,1,1,0,0,0,0,2.28991795796901,2.3124740831553936,0.022556125186383724
183,3,1,1,0,10,10,0,15,15,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.398916583508253,2.351308791898191,-0.04760779161006212
184,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,7,7,0,1,1,0,0,0,0,2.520677042193711,2.5127813750877976,-0.007895667105913162
185,1,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.414769041351974,2.3796323342248797,-0.03513670712709427
186,2,0,0,0,4,4,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1.338177416473627,1.3672530418261886,0.029075625352561474
187,3,1,1,0,10,10,0,12,12,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.5130799170583487,2.4923633756116033,-0.020716541446745396
188,0,0,0,0,7,7,0,6,6,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,1.588164540939033,1.5558154582977295,-0.03234908264130354
189,1,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,2,2,0,0,0,0,0,0,0,2.139552959240973,2.236259415745735,0.09670645650476217
190,2,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,1.6018238747492433,1.6097202086821198,0.007896333932876587
191,3,0,0,0,6,6,0,4,4,0,1,1,0,2,2,0,5,5,0,0,0,0,0,0,0,2.443202749826014,2.418931541033089,-0.02427120879292488
192,0,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.281084374524653,2.190543125383556,-0.09054124914109707
193,1,0,0,0,7,7,0,13,13,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,2.034458958543837,2.0474012084305286,0.01294224988669157
194,2,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.4878025827929378,1.45860187523067,-0.02920070756226778
195,3,0,0,0,5,5,0,10,10,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.7015799172222614,1.6909687081351876,-0.010611209087073803
196,0,0,0,0,6,6,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0.9602103745564818,0.9253731667995453,-0.03483720775693655
197,1,0,1,1,7,10,3,7,9,2,3,2,-1,2,4,2,4,4,0,0,0,0,0,0,0,2.556540540419519,3.2477904176339507,0.6912498772144318
198,2,0,0,0,7,7,0,14,14,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.224330833181739,2.2481268756091595,0.023796042427420616
199,3,1,0,-1,10,7,-3,9,8,-1,4,5,1,2,0,-2,7,7,0,0,0,0,0,0,0,2.6710322508588433,2.729961708188057,0.05892945732921362
200,0,0,0,0,8,8,0,11,11,0,3,3,0,2,2,0,3,3,0,0,0,0,0,0,0,2.6315184999257326,2.6500294161960483,0.018510916270315647
201,1,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,1.499677374958992,1.4799902494996786,-0.019687125459313393
202,2,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,5,5,0,1,1,0,0,0,0,2.874769083224237,2.909782374277711,0.03501329105347395
203,3,1,1,0,10,10,0,13,13,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,2.485460000112653,2.4996152501553297,0.014155250042676926
204,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,1.2737913327291608,1.2736632078886032,-0.00012812484055757523
205,1,1,1,0,10,10,0,10,10,0,5,5,0,1,1,0,1,1,0,1,1,0,0,0,0,1.5251122498884797,1.5550551246851683,0.029942874796688557
206,2,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,3,3,0,1,1,0,0,0,0,2.398920292034745,2.4049592493101954,0.00603895727545023
207,3,0,0,0,8,8,0,9,9,0,5,5,0,1,1,0,8,8,0,0,0,0,0,0,0,2.6423205826431513,2.6730800000950694,0.030759417451918125
208,0,0,0,0,7,7,0,11,11,0,3,3,0,2,2,0,2,2,0,0,0,0,0,0,0,1.9586033336818218,1.97372345905751,0.015120125375688076
209,1,0,0,0,7,7,0,9,9,0,1,1,0,2,2,0,3,3,0,0,0,0,0,0,0,2.3630490424111485,2.378558208234608,0.015509165823459625
210,2,0,0,0,9,9,0,7,7,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1.9330317918211222,1.9261457091197371,-0.006886082701385021
211,3,0,0,0,5,5,0,3,3,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,1.9932645000517368,1.8983682915568352,-0.09489620849490166
212,0,0,0,0,5,5,0,4,4,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,1.049034459516406,1.0441333334892988,-0.004901126027107239
213,1,0,0,0,8,8,0,10,10,0,4,4,0,1,1,0,5,5,0,0,0,0,0,0,0,2.1741288332268596,2.215455417521298,0.04132658429443836
214,2,0,0,0,7,7,0,8,8,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,1.5809398330748081,1.5784914577379823,-0.0024483753368258476
215,3,0,0,0,5,5,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.2968364590778947,1.3014037497341633,0.004567290656268597
216,0,0,0,0,8,8,0,11,11,0,5,5,0,1,1,0,5,5,0,0,0,0,0,0,0,1.6538490848615766,1.6638428326696157,0.009993747808039188
217,1,0,0,0,6,6,0,7,7,0,4,4,0,1,1,0,2,2,0,0,0,0,0,0,0,1.6011344585567713,1.6049860417842865,0.0038515832275152206
218,2,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,7,7,0,0,0,0,0,0,0,1.9326248746365309,1.9674650831148028,0.03484020847827196
219,3,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,5,5,0,0,0,0,0,0,0,1.7270030826330185,1.7191084157675505,-0.007894666865468025
220,0,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.5230667907744646,2.509980625472963,-0.013086165301501751
221,1,0,0,0,8,8,0,10,10,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1.4871145421639085,1.4996784161776304,0.012563874013721943
222,2,1,1,0,10,10,0,7,7,0,1,1,0,3,3,0,6,6,0,0,0,0,0,0,0,1.794486458413303,1.787722417153418,-0.006764041259884834
223,3,0,0,0,7,7,0,13,13,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.0407692501321435,1.9689681250602007,-0.0718011250719428
224,0,1,1,0,11,11,0,15,15,0,3,3,0,3,3,0,3,3,0,1,1,0,0,0,0,2.3808109164237976,2.398299291729927,0.017488375306129456
225,1,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,6,6,0,0,0,0,0,0,0,1.368184084072709,1.3719925004988909,0.003808416426181793
226,2,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.4942662501707673,1.4873660830780864,-0.006900167092680931
227,3,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,1.6791064999997616,1.6634015003219247,-0.015704999677836895
228,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,6,6,0,1,1,0,0,0,0,2.79418508335948,2.7691940423101187,-0.02499104104936123
229,1,0,0,0,9,9,0,7,7,0,3,3,0,2,2,0,6,6,0,0,0,0,0,0,0,2.184325208887458,2.1894999584183097,0.005174749530851841
230,2,0,0,0,4,4,0,6,6,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.0890770833939314,1.0823337091132998,-0.006743374280631542
231,3,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,2,2,0,0,0,0,0,0,0,2.546307667158544,2.5424887919798493,-0.003818875178694725
232,0,1,1,0,10,10,0,9,9,0,3,4,1,3,2,-1,3,3,0,0,0,0,0,0,0,2.2268113745376468,2.600589707493782,0.3737783329561353
233,1,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,1.6762222917750478,1.7025092914700508,0.026286999695003033
234,2,1,1,0,11,11,0,10,10,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0,0,1.7892341250553727,1.7825552085414529,-0.00667891651391983
235,3,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.175929500721395,2.200647125020623,0.02471762429922819
236,0,0,0,0,8,8,0,6,6,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.5464045833796263,1.6641572080552578,0.11775262467563152
237,1,0,0,0,8,8,0,10,10,0,4,4,0,1,1,0,4,4,0,0,0,0,0,0,0,2.8993399161845446,3.1257135840132833,0.2263736678287387
238,2,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.9463135423138738,1.9279993744567037,-0.018314167857170105
239,3,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,8,8,0,0,0,0,0,0,0,1.8125605834648013,3.0788104170933366,1.2662498336285353
240,0,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,7,7,0,0,0,0,0,0,0,1.8264409992843866,1.8544580833986402,0.02801708411425352
241,1,0,0,0,6,6,0,10,10,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.4348145006224513,2.4221641663461924,-0.012650334276258945
242,2,1,1,0,10,10,0,11,11,0,5,4,-1,2,3,1,5,3,-2,0,0,0,0,0,0,2.438857709057629,1.9701903322711587,-0.4686673767864704
243,3,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,2.0543507505208254,2.127898333594203,0.07354758307337761
244,0,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,1.4612850826233625,1.5565063757821918,0.09522129315882921
245,1,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.364052416756749,2.4198236661031842,0.05577124934643507
246,2,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,4,4,0,0,0,0,0,0,0,3.0500886663794518,3.0950570832937956,0.044968416914343834
247,3,0,0,0,9,9,0,13,13,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,2.9866225412115455,2.882595207542181,-0.10402733366936445
248,0,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,0,0,0,1,1,0,0,0,0,1.2370235845446587,1.2587354583665729,0.021711873821914196
249,1,0,0,0,5,6,1,4,11,7,3,4,1,1,1,0,7,5,-2,0,0,0,0,0,0,2.1137270824983716,6.220434375107288,4.106707292608917
250,2,0,0,0,9,9,0,8,8,0,2,2,0,3,3,0,3,3,0,0,0,0,0,0,0,2.4064261252060533,2.25976675003767,-0.14665937516838312
251,3,0,0,0,8,8,0,9,9,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,3.2543747080489993,3.156285791657865,-0.09808891639113426
252,0,0,0,0,7,7,0,3,3,0,1,1,0,2,2,0,7,7,0,0,0,0,0,0,0,1.8509139586240053,1.8812642078846693,0.030350249260663986
253,1,0,0,0,3,3,0,9,9,0,1,1,0,1,1,0,4,4,0,0,0,0,0,0,0,1.4356055418029428,1.4137695413082838,-0.021836000494658947
254,2,0,0,0,8,8,0,8,8,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,2.490554084070027,2.5293457908555865,0.038791706785559654
255,3,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.1464879997074604,2.1692358339205384,0.022747834213078022
256,0,1,1,0,10,10,0,14,14,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.034321124665439,2.780288750305772,0.7459676256403327
257,1,1,1,0,10,10,0,7,7,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,1.2140558753162622,1.2292621675878763,0.015206292271614075
258,2,1,1,0,10,10,0,10,10,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,2.4802827909588814,2.6196634583175182,0.13938066735863686
259,3,1,1,0,10,10,0,8,8,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.1771620828658342,2.1707071252167225,-0.006454957649111748
260,0,0,0,0,6,6,0,8,8,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.8598365001380444,1.862195291556418,0.0023587914183735847
261,1,0,0,0,4,4,0,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8846549168229103,0.8738308753818274,-0.010824041441082954
262,2,0,0,0,7,7,0,4,4,0,1,1,0,3,3,0,3,3,0,0,0,0,0,0,0,2.1470762910321355,2.1704839998856187,0.0234077088534832
263,3,0,0,0,5,5,0,4,4,0,2,2,0,1,1,0,4,4,0,0,0,0,0,0,0,1.3461226662620902,1.3442299170419574,-0.0018927492201328278
264,0,0,0,0,6,6,0,11,11,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,2.7928763329982758,2.789997332729399,-0.0028790002688765526
265,1,0,0,0,9,9,0,14,14,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.0978885842487216,2.0001868745312095,-0.09770170971751213
266,2,0,0,0,9,9,0,13,13,0,4,4,0,2,2,0,4,4,0,0,0,0,0,0,0,2.75944562535733,2.8306300844997168,0.07118445914238691
267,3,1,1,0,10,10,0,8,8,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,1.1144288331270218,1.107482916675508,-0.006945916451513767
268,0,0,0,0,8,8,0,9,9,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.3305146666243672,2.327540415339172,-0.0029742512851953506
269,1,0,0,0,7,7,0,7,7,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,2.1201337091624737,2.162344832904637,0.04221112374216318
270,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,2.647570166736841,4.049568500369787,1.401998333632946
271,3,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,2.8218402918428183,3.0140053322538733,0.1921650404110551
272,0,0,0,0,9,9,0,8,8,0,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,2.2717930832877755,2.385185250081122,0.1133921667933464
273,1,0,0,0,9,9,0,15,15,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.505358333699405,2.527166415937245,0.0218080822378397
274,2,0,0,0,9,9,0,9,9,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,2.135605833493173,2.0301761673763394,-0.10542966611683369
275,3,0,0,0,9,9,0,8,8,0,3,3,0,2,2,0,3,3,0,0,0,0,0,0,0,1.6617082906886935,1.703565833158791,0.04185754247009754
276,0,1,1,0,10,10,0,9,9,0,5,5,0,1,1,0,5,5,0,0,0,0,0,0,0,1.6356730004772544,1.4754173746332526,-0.16025562584400177
277,1,0,0,0,8,8,0,13,13,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,2.412085915915668,2.426413541659713,0.01432762574404478
278,2,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,0,0,0,2.15811949968338,2.3297782074660063,0.17165870778262615
279,3,0,0,0,8,8,0,10,10,0,5,5,0,1,1,0,6,6,0,0,0,0,0,0,0,2.7315688328817487,2.7235156251117587,-0.008053207769989967
280,0,0,0,0,6,6,0,6,6,0,3,3,0,1,1,0,3,3,0,0,0,0,0,0,0,1.1034430004656315,1.1131701674312353,0.009727166965603828
281,1,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,6,6,0,0,0,0,0,0,0,2.5214830841869116,2.5058041671290994,-0.015678917057812214
282,2,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,1.8779336670413613,1.9104344164952636,0.032500749453902245
283,3,0,0,0,7,7,0,7,7,0,2,2,0,2,2,0,3,3,0,0,0,0,0,0,0,1.4493225831538439,1.442373750731349,-0.006948832422494888
284,0,0,0,0,6,6,0,6,6,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1.3571799583733082,1.3559088334441185,-0.001271124929189682
285,1,0,0,0,4,4,0,3,3,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,1.2988301245495677,1.2708849590271711,-0.027945165522396564
286,2,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,3.162821709178388,3.149580958299339,-0.013240750879049301
287,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.3525716243311763,2.276762083172798,-0.07580954115837812
288,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,1.477853374555707,1.4729685001075268,-0.004884874448180199
289,1,1,1,0,10,10,0,13,13,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,3.0760415829718113,3.2292222073301673,0.153180624358356
290,2,0,0,0,7,7,0,10,10,0,3,3,0,1,1,0,5,5,0,1,1,0,0,0,0,1.672292665578425,1.6401364170014858,-0.032156248576939106
291,3,0,0,0,8,8,0,9,9,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.7465073745697737,2.8171875830739737,0.07068020850419998
292,0,0,0,0,8,8,0,8,8,0,1,1,0,3,3,0,7,7,0,0,0,0,0,0,0,2.17775004170835,2.1467222925275564,-0.031027749180793762
293,1,0,0,0,9,9,0,12,12,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,2.0850656256079674,1.97554412484169,-0.10952150076627731
294,2,0,0,0,8,8,0,10,10,0,1,1,0,3,3,0,4,4,0,0,0,0,0,0,0,2.2200843328610063,2.172042208723724,-0.04804212413728237
295,3,0,0,0,6,6,0,9,9,0,4,4,0,1,1,0,6,6,0,0,0,0,0,0,0,2.176514000631869,2.1944351252168417,0.01792112458497286
296,0,1,1,0,10,10,0,6,6,0,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,1.1922522503882647,1.2220616666600108,0.02980941627174616
297,1,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,9,9,0,0,0,0,0,0,0,3.8261765418574214,3.8561195842921734,0.029943042434751987
298,2,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,6,6,0,0,0,0,0,0,0,1.6635391246527433,1.6780949588865042,0.014555834233760834
299,3,0,0,0,8,8,0,12,12,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,2.037571333348751,2.037959875538945,0.00038854219019412994
300,0,0,0,0,9,9,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.6504040006548166,1.6307459995150566,-0.019658001139760017
301,1,0,0,0,5,5,0,12,12,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2036972902715206,2.198369291611016,-0.005327998660504818
302,2,0,0,0,5,5,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,1.5624027093872428,1.6064329165965319,0.044030207209289074
303,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,2,2,0,1,1,0,0,0,0,1.5412271246314049,1.5101312920451164,-0.031095832586288452
304,0,1,1,0,11,11,0,12,12,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.857013750821352,1.838464790955186,-0.018548959866166115
305,1,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.7313532074913383,1.7240733336657286,-0.007279873825609684
306,2,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,1.6895011654123664,1.7066640416160226,0.017162876203656197
307,3,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,5,5,0,1,1,0,0,0,0,2.351055333390832,2.318271500058472,-0.03278383333235979
308,0,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,2,2,0,1,1,0,0,0,0,2.9111241241917014,2.840489000082016,-0.07063512410968542
309,1,1,1,0,10,10,0,13,13,0,3,3,0,2,2,0,5,5,0,1,1,0,0,0,0,2.2732258327305317,2.822698250412941,0.5494724176824093
310,2,0,0,0,9,9,0,7,7,0,0,0,0,4,4,0,7,7,0,0,0,0,0,0,0,2.3930956246331334,2.3954227501526475,0.002327125519514084
311,3,0,0,0,7,7,0,6,6,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,2.4383199578151107,2.44352316763252,0.005203209817409515
312,0,0,0,0,5,5,0,7,7,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.8421930000185966,0.8286645002663136,-0.013528499752283096
313,1,0,0,0,6,6,0,2,2,0,0,0,0,2,2,0,8,8,0,0,0,0,0,0,0,1.3518026666715741,1.3108346248045564,-0.040968041867017746
314,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.909423042088747,1.8908179998397827,-0.01860504224896431
315,3,1,1,0,10,10,0,13,13,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.314091542735696,2.29832445923239,-0.015767083503305912
316,0,1,1,0,10,10,0,10,10,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,1.4118927074596286,1.4097092915326357,-0.0021834159269928932
317,1,0,0,0,8,8,0,6,6,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.6094412915408611,1.6198886660858989,0.010447374545037746
318,2,0,0,0,3,3,0,4,4,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,1.292365875095129,1.2804455421864986,-0.011920332908630371
319,3,0,0,0,6,6,0,15,15,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,2.12138216663152,2.1497502494603395,0.028368082828819752
320,0,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,7,7,0,1,1,0,0,0,0,1.7291160421445966,1.7232489166781306,-0.00586712546646595
321,1,0,0,0,9,9,0,9,9,0,5,5,0,1,1,0,4,4,0,0,0,0,0,0,0,1.6006866674870253,1.5608990415930748,-0.03978762589395046
322,2,1,1,0,10,10,0,15,15,0,5,5,0,1,1,0,6,6,0,0,0,0,0,0,0,3.06490633264184,5.0627462500706315,1.9978399174287915
323,3,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.565608374774456,1.5268408749252558,-0.03876749984920025
324,0,1,1,0,10,10,0,10,10,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.6835115840658545,1.6905594170093536,0.007047832943499088
325,1,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.3507722914218903,2.3258479591459036,-0.02492433227598667
