variant,seed,seat,won,final_vp,roads,settlements,cities,dev_cards,has_longest_road,has_largest_army,runtime_seconds
yop_off,162,2,1,10,10,4,1,2,1,0,1.83555662445724
yop_on,162,2,1,10,10,4,1,2,1,0,1.7361420830711722
yop_off,163,3,0,9,8,4,1,7,0,0,2.1600284166634083
yop_on,163,3,0,9,8,4,1,7,0,0,2.1322747506201267
yop_off,164,0,0,5,9,5,0,3,0,0,1.29727725032717
yop_on,164,0,0,5,9,5,0,3,0,0,1.2728379154577851
yop_off,165,1,0,4,3,1,1,7,0,0,1.719400874339044
yop_on,165,1,0,4,3,1,1,7,0,0,1.8540382906794548
yop_off,166,2,0,9,11,5,2,3,0,0,2.872027290984988
yop_on,166,2,0,9,11,5,2,3,0,0,2.709861082956195
yop_off,167,3,1,10,11,5,2,6,0,0,2.888823624700308
yop_on,167,3,1,10,11,5,2,6,0,0,3.3669315837323666
yop_off,168,0,0,8,3,0,3,7,0,0,1.8612743336707354
yop_on,168,0,0,8,3,0,3,7,0,0,1.8596076257526875
yop_off,169,1,0,2,11,2,0,1,0,0,1.3441822491586208
yop_on,169,1,0,2,11,2,0,1,0,0,1.33073562476784
yop_off,170,2,0,6,10,4,1,3,0,0,2.0956693748012185
yop_on,170,2,0,6,10,4,1,3,0,0,2.211529833264649
yop_off,171,3,0,6,10,4,1,4,0,0,1.962389124557376
yop_on,171,3,0,5,8,5,0,5,0,0,2.119398083537817
yop_off,172,0,1,10,13,3,2,4,1,0,1.992261292412877
yop_on,172,0,1,10,13,3,2,4,1,0,2.011577708646655
yop_off,173,1,0,6,5,3,1,1,0,0,2.113461084663868
yop_on,173,1,0,6,5,3,1,1,0,0,2.1050519170239568
yop_off,174,2,0,6,6,4,0,2,0,0,0.930893374606967
yop_on,174,2,0,6,6,4,0,2,0,0,0.9342716252431273
yop_off,175,3,0,9,9,1,4,0,0,0,2.5776502918452024
yop_on,175,3,0,9,9,1,4,0,0,0,2.570396041497588
yop_off,176,0,1,10,12,4,1,3,1,0,1.7555798748508096
yop_on,176,0,0,4,8,4,0,2,0,0,0.8442572085186839
yop_off,177,1,0,8,11,5,1,3,0,0,2.25269812438637
yop_on,177,1,0,7,10,4,1,3,0,0,2.1181286247447133
yop_off,178,2,0,6,10,4,1,3,0,0,2.452054874971509
yop_on,178,2,0,6,10,4,1,3,0,0,2.346235292032361
yop_off,179,3,1,10,7,4,2,2,0,0,1.3130002915859222
yop_on,179,3,1,10,8,5,1,5,0,0,1.8740739589557052
yop_off,180,0,1,10,10,5,2,3,0,0,2.146436500363052
yop_on,180,0,1,10,10,5,2,3,0,0,2.15020808391273
yop_off,181,1,1,10,8,1,4,7,0,0,2.674754625186324
yop_on,181,1,1,10,11,5,1,7,1,0,2.7814842499792576
yop_off,182,2,1,11,14,4,2,4,1,0,2.465734667144716
yop_on,182,2,0,8,6,3,2,2,0,0,2.117765750735998
yop_off,183,3,1,10,15,4,3,4,0,0,2.4973559165373445
yop_on,183,3,1,10,15,4,3,4,0,0,2.501468542031944
yop_off,184,0,1,10,12,5,1,7,1,0,2.6477556247264147
yop_on,184,0,1,10,12,5,1,7,1,0,2.6401864998042583
yop_off,185,1,1,10,15,4,2,2,1,0,2.5189209580421448
yop_on,185,1,1,10,15,4,2,2,1,0,2.486837290227413
yop_off,186,2,0,4,3,3,0,3,0,0,1.3857703749090433
yop_on,186,2,0,4,3,3,0,3,0,0,1.389303209260106
yop_off,187,3,1,10,12,3,3,2,0,0,2.6081787096336484
yop_on,187,3,1,10,12,3,3,2,0,0,2.600331749767065
yop_off,188,0,0,7,6,1,3,2,0,0,1.6137208752334118
yop_on,188,0,0,7,6,1,3,2,0,0,1.6268730415031314
yop_off,189,1,1,10,7,1,4,2,0,0,2.2529555410146713
yop_on,189,1,1,10,7,1,4,2,0,0,2.2646381249651313
yop_off,190,2,0,6,9,5,0,5,0,0,1.6496664993464947
yop_on,190,2,0,6,9,5,0,5,0,0,1.5938359163701534
yop_off,191,3,0,6,4,1,2,5,0,0,2.4695983743295074
yop_on,191,3,0,4,6,4,0,4,0,0,1.4619754580780864
yop_off,192,0,1,10,14,4,2,2,1,0,2.254733291454613
yop_on,192,0,1,10,14,4,2,2,1,0,2.259472374804318
yop_off,193,1,0,7,13,5,0,7,1,0,2.160486999899149
yop_on,193,1,0,7,13,5,0,7,1,0,2.1254947502166033
yop_off,194,2,0,7,7,4,1,3,0,0,1.6149194994941354
yop_on,194,2,0,7,7,4,1,3,0,0,1.6348105007782578
yop_off,195,3,0,5,10,4,0,3,0,0,1.7802696656435728
yop_on,195,3,0,5,10,4,0,3,0,0,1.786542541347444
yop_off,196,0,0,6,7,5,0,3,0,0,1.0055823335424066
yop_on,196,0,0,6,7,5,0,3,0,0,0.9915022924542427
yop_off,197,1,0,7,7,3,2,4,0,0,2.7315182080492377
yop_on,197,1,1,10,9,2,4,4,0,0,3.381159707903862
yop_off,198,2,0,7,14,5,0,2,1,0,2.3527172496542335
yop_on,198,2,0,7,14,5,0,2,1,0,2.340114458464086
yop_off,199,3,1,10,9,4,2,7,0,0,2.7874604165554047
yop_on,199,3,0,7,8,5,0,7,0,0,2.8238374572247267
yop_off,200,0,0,8,11,3,2,3,0,0,2.7568440418690443
yop_on,200,0,0,8,11,3,2,3,0,0,2.863483499735594
yop_off,201,1,1,10,6,1,4,4,0,0,1.6388302501291037
yop_on,201,1,1,10,6,1,4,4,0,0,1.5175335425883532
yop_off,202,2,1,10,12,4,2,5,1,0,3.4133687084540725
yop_on,202,2,1,10,12,4,2,5,1,0,3.0411592088639736
yop_off,203,3,1,10,13,3,3,3,0,0,2.612084166146815
