seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
163,3,0,0,0,9,9,0,8,8,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,2.1600284166634083,2.1322747506201267,-0.027753666043281555
164,0,0,0,0,5,5,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.29727725032717,1.2728379154577851,-0.024439334869384766
165,1,0,0,0,4,4,0,3,3,0,1,1,0,1,1,0,7,7,0,0,0,0,0,0,0,1.719400874339044,1.8540382906794548,0.1346374163404107
166,2,0,0,0,9,9,0,11,11,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.872027290984988,2.709861082956195,-0.16216620802879333
167,3,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,6,6,0,0,0,0,0,0,0,2.888823624700308,3.3669315837323666,0.4781079590320587
168,0,0,0,0,8,8,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,1.8612743336707354,1.8596076257526875,-0.001666707918047905
169,1,0,0,0,2,2,0,11,11,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1.3441822491586208,1.33073562476784,-0.013446624390780926
170,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.0956693748012185,2.211529833264649,0.1158604584634304
171,3,0,0,0,6,5,-1,10,8,-2,4,5,1,1,0,-1,4,5,1,0,0,0,0,0,0,1.962389124557376,2.119398083537817,0.1570089589804411
172,0,1,1,0,10,10,0,13,13,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.992261292412877,2.011577708646655,0.019316416233778
173,1,0,0,0,6,6,0,5,5,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,2.113461084663868,2.1050519170239568,-0.008409167639911175
174,2,0,0,0,6,6,0,6,6,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.930893374606967,0.9342716252431273,0.0033782506361603737
175,3,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,2.5776502918452024,2.570396041497588,-0.007254250347614288
176,0,1,0,-1,10,4,-6,12,8,-4,4,4,0,1,0,-1,3,2,-1,1,0,-1,0,0,0,1.7555798748508096,0.8442572085186839,-0.9113226663321257
177,1,0,0,0,8,7,-1,11,10,-1,5,4,-1,1,1,0,3,3,0,0,0,0,0,0,0,2.25269812438637,2.1181286247447133,-0.13456949964165688
178,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.452054874971509,2.346235292032361,-0.10581958293914795
179,3,1,1,0,10,10,0,7,8,1,4,5,1,2,1,-1,2,5,3,0,0,0,0,0,0,1.3130002915859222,1.8740739589557052,0.5610736673697829
180,0,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.146436500363052,2.15020808391273,0.0037715835496783257
181,1,1,1,0,10,10,0,8,11,3,1,5,4,4,1,-3,7,7,0,0,1,1,0,0,0,2.674754625186324,2.7814842499792576,0.10672962479293346
182,2,1,0,-1,11,8,-3,14,6,-8,4,3,-1,2,2,0,4,2,-2,1,0,-1,0,0,0,2.465734667144716,2.117765750735998,-0.34796891640871763
183,3,1,1,0,10,10,0,15,15,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.4973559165373445,2.501468542031944,0.004112625494599342
184,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,7,7,0,1,1,0,0,0,0,2.6477556247264147,2.6401864998042583,-0.007569124922156334
185,1,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.5189209580421448,2.486837290227413,-0.0320836678147316
186,2,0,0,0,4,4,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1.3857703749090433,1.389303209260106,0.0035328343510627747
187,3,1,1,0,10,10,0,12,12,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.6081787096336484,2.600331749767065,-0.007846959866583347
188,0,0,0,0,7,7,0,6,6,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,1.6137208752334118,1.6268730415031314,0.0131521662697196
189,1,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,2,2,0,0,0,0,0,0,0,2.2529555410146713,2.2646381249651313,0.011682583950459957
190,2,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,1.6496664993464947,1.5938359163701534,-0.05583058297634125
191,3,0,0,0,6,4,-2,4,6,2,1,4,3,2,0,-2,5,4,-1,0,0,0,0,0,0,2.4695983743295074,1.4619754580780864,-1.007622916251421
192,0,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.254733291454613,2.259472374804318,0.004739083349704742
193,1,0,0,0,7,7,0,13,13,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,2.160486999899149,2.1254947502166033,-0.03499224968254566
194,2,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.6149194994941354,1.6348105007782578,0.019891001284122467
195,3,0,0,0,5,5,0,10,10,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.7802696656435728,1.786542541347444,0.00627287570387125
196,0,0,0,0,6,6,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.0055823335424066,0.9915022924542427,-0.014080041088163853
197,1,0,1,1,7,10,3,7,9,2,3,2,-1,2,4,2,4,4,0,0,0,0,0,0,0,2.7315182080492377,3.381159707903862,0.6496414998546243
198,2,0,0,0,7,7,0,14,14,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.3527172496542335,2.340114458464086,-0.0126027911901474
199,3,1,0,-1,10,7,-3,9,8,-1,4,5,1,2,0,-2,7,7,0,0,0,0,0,0,0,2.7874604165554047,2.8238374572247267,0.036377040669322014
200,0,0,0,0,8,8,0,11,11,0,3,3,0,2,2,0,3,3,0,0,0,0,0,0,0,2.7568440418690443,2.863483499735594,0.10663945786654949
201,1,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,1.6388302501291037,1.5175335425883532,-0.1212967075407505
202,2,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,5,5,0,1,1,0,0,0,0,3.4133687084540725,3.0411592088639736,-0.37220949959009886
203,3,1,1,0,10,10,0,13,13,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,2.612084166146815,2.9792393753305078,0.36715520918369293
204,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,1.2492340421304107,1.248423750512302,-0.0008102916181087494
205,1,1,1,0,10,10,0,10,10,0,5,4,-1,1,2,1,1,2,1,1,1,0,0,0,0,1.501551833935082,1.8866376671940088,0.38508583325892687
206,2,1,1,0,10,10,0,14,15,1,1,3,2,3,2,-1,3,3,0,1,1,0,0,0,0,2.590818083845079,2.652155291289091,0.061337207444012165
207,3,0,0,0,8,6,-2,9,9,0,5,5,0,1,0,-1,8,8,0,0,0,0,0,0,0,2.6705788746476173,3.3568649580702186,0.6862860834226012
208,0,0,0,0,7,7,0,11,11,0,3,3,0,2,2,0,2,2,0,0,0,0,0,0,0,1.969925125129521,2.0068504996597767,0.036925374530255795
209,1,0,0,0,7,7,0,9,9,0,1,1,0,2,2,0,3,3,0,0,0,0,0,0,0,2.3480909168720245,2.4330706670880318,0.08497975021600723
210,2,0,0,0,9,9,0,7,7,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1.9375850418582559,1.9270210834220052,-0.010563958436250687
211,3,0,0,0,5,5,0,3,3,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,1.9089472498744726,1.8948275838047266,-0.014119666069746017
212,0,0,0,0,5,6,1,4,6,2,3,4,1,1,0,-1,5,6,1,0,0,0,0,0,0,1.0581693341955543,0.965653333812952,-0.09251600038260221
213,1,0,0,0,8,8,0,10,10,0,4,4,0,1,1,0,5,5,0,0,0,0,0,0,0,2.1914045829325914,2.1960431654006243,0.004638582468032837
214,2,0,0,0,7,7,0,8,8,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,1.5932805836200714,1.6642559161409736,0.07097533252090216
215,3,0,0,0,5,5,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.3505217907950282,1.3492492074146867,-0.0012725833803415298
216,0,0,0,0,8,8,0,11,11,0,5,5,0,1,1,0,5,5,0,0,0,0,0,0,0,1.6940772086381912,1.6982374172657728,0.004160208627581596
217,1,0,0,0,6,8,2,7,7,0,4,3,-1,1,2,1,2,3,1,0,0,0,0,0,0,1.6855807909741998,2.2783402083441615,0.5927594173699617
218,2,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,7,7,0,0,0,0,0,0,0,2.090394999831915,2.023345250636339,-0.06704974919557571
219,3,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,5,5,0,0,0,0,0,0,0,1.7459505405277014,1.7740515004843473,0.028100959956645966
220,0,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.54434849973768,2.5547130843624473,0.010364584624767303
221,1,0,0,0,8,8,0,10,10,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1.5387555826455355,1.5120262503623962,-0.02672933228313923
222,2,1,1,0,10,10,0,7,10,3,1,2,1,3,3,0,6,6,0,0,0,0,0,0,0,1.8307983744889498,2.516951541416347,0.6861531669273973
223,3,0,0,0,7,7,0,13,13,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.1862087501212955,2.1551755405962467,-0.031033209525048733
224,0,1,1,0,11,11,0,15,15,0,3,3,0,3,3,0,3,3,0,1,1,0,0,0,0,2.6088858330622315,2.4439055426046252,-0.16498029045760632
225,1,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,6,6,0,0,0,0,0,0,0,1.4129556249827147,1.6257784999907017,0.21282287500798702
226,2,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.6092567909508944,1.5035381251946092,-0.10571866575628519
227,3,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,1.6819964591413736,1.6924478327855468,0.010451373644173145
228,0,1,0,-1,10,8,-2,12,8,-4,5,4,-1,1,1,0,6,8,2,1,0,-1,0,0,0,2.816611750051379,2.511614041402936,-0.3049977086484432
229,1,0,0,0,9,8,-1,7,8,1,3,3,0,2,2,0,6,5,-1,0,0,0,0,0,0,2.2109192507341504,2.083599583245814,-0.12731966748833656
230,2,0,0,0,4,4,0,6,6,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.1111693745478988,1.0967567916959524,-0.014412582851946354
231,3,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,2,2,0,0,0,0,0,0,0,2.598930207081139,2.633076624944806,0.03414641786366701
232,0,1,1,0,10,10,0,9,9,0,3,4,1,3,2,-1,3,3,0,0,0,0,0,0,0,2.246513208374381,2.6649285834282637,0.4184153750538826
233,1,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,1.7174932919442654,1.756407500244677,0.0389142083004117
234,2,1,1,0,11,11,0,10,10,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0,0,1.8557716254144907,1.8401580844074488,-0.015613541007041931
235,3,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.2628216668963432,2.2170450408011675,-0.04577662609517574
236,0,0,0,0,8,9,1,6,13,7,3,4,1,2,1,-1,5,6,1,0,1,1,0,0,0,1.5491657927632332,2.3863478749990463,0.8371820822358131
237,1,0,0,0,8,8,0,10,10,0,4,4,0,1,1,0,4,4,0,0,0,0,0,0,0,2.832493499852717,2.9261844996362925,0.09369099978357553
238,2,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.7632189998403192,1.768268333747983,0.005049333907663822
239,3,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,8,8,0,0,0,0,0,0,0,1.8146020416170359,3.015533208847046,1.20093116723001
240,0,1,1,0,10,10,0,8,9,1,3,4,1,2,1,-1,7,7,0,0,1,1,0,0,0,1.8159740827977657,1.6737662497907877,-0.14220783300697803
241,1,0,0,0,6,6,0,10,10,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.3741957917809486,2.4041596679016948,0.029963876120746136
242,2,1,1,0,10,10,0,11,11,0,5,4,-1,2,3,1,5,3,-2,0,0,0,0,0,0,2.1705834167078137,1.9442217499017715,-0.2263616668060422
243,3,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,2.1730579575523734,2.029414542019367,-0.1436434155330062
244,0,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,1.4199484176933765,1.503768959082663,0.08382054138928652
245,1,1,1,0,10,10,0,11,7,-4,5,1,-4,2,4,2,3,3,0,0,0,0,0,0,0,2.2475323332473636,3.367757792584598,1.1202254593372345
246,2,1,1,0,10,10,0,11,7,-4,5,1,-4,2,4,2,4,2,-2,0,0,0,0,0,0,2.891249917447567,1.9361242074519396,-0.9551257099956274
247,3,0,0,0,9,7,-2,13,14,1,5,5,0,2,0,-2,1,4,3,0,1,1,0,0,0,2.8913342924788594,2.855005333200097,-0.03632895927876234
248,0,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,0,0,0,1,1,0,0,0,0,1.2221684996038675,1.2665059994906187,0.044337499886751175
249,1,0,0,0,5,6,1,4,11,7,3,4,1,1,1,0,7,5,-2,0,0,0,0,0,0,1.9508600421249866,5.6457504173740745,3.694890375249088
250,2,0,0,0,9,9,0,8,8,0,2,2,0,3,3,0,3,3,0,0,0,0,0,0,0,2.1477119168266654,2.1376605415716767,-0.01005137525498867
251,3,0,0,0,8,8,0,9,9,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,3.1823489172384143,3.1468676244840026,-0.0354812927544117
252,0,0,0,0,7,7,0,3,3,0,1,1,0,2,2,0,7,7,0,0,0,0,0,0,0,1.8403318338096142,1.8267196668311954,-0.013612166978418827
253,1,0,0,0,3,3,0,9,9,0,1,1,0,1,1,0,4,4,0,0,0,0,0,0,0,1.410275125876069,1.4252652078866959,0.014990082010626793
254,2,0,0,0,8,8,0,8,8,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,2.482173625379801,2.472860666923225,-0.00931295845657587
255,3,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.1584995426237583,2.133664541877806,-0.02483500074595213
256,0,1,1,0,10,10,0,14,14,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.045909875072539,2.7470804592594504,0.7011705841869116
257,1,1,1,0,10,10,0,7,7,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,1.205925333313644,1.1976369163021445,-0.008288417011499405
258,2,1,1,0,10,10,0,10,10,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,2.4745394997298717,2.4795548329129815,0.00501533318310976
259,3,1,1,0,10,10,0,8,8,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.1623017909005284,2.146289291791618,-0.01601249910891056
260,0,0,1,1,6,10,4,8,8,0,4,2,-2,1,3,2,3,4,1,0,0,0,0,0,0,1.8554307082667947,2.256915166042745,0.40148445777595043
261,1,0,0,0,4,4,0,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8711697505787015,0.878031000494957,0.006861249916255474
262,2,0,0,0,7,7,0,4,4,0,1,1,0,3,3,0,3,3,0,0,0,0,0,0,0,2.140536124818027,2.183863333426416,0.0433272086083889
263,3,0,0,0,5,5,0,4,4,0,2,2,0,1,1,0,4,4,0,0,0,0,0,0,0,1.3436329998075962,1.337755790911615,-0.005877208895981312
264,0,0,0,0,6,6,0,11,11,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,2.786288541741669,2.787793125025928,0.0015045832842588425
265,1,0,0,0,9,9,0,14,14,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,1.9854414574801922,2.0384603338316083,0.05301887635141611
266,2,0,0,0,9,9,0,13,13,0,4,4,0,2,2,0,4,4,0,0,0,0,0,0,0,2.789433083496988,2.807166458107531,0.01773337461054325
267,3,1,1,0,10,10,0,8,8,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,1.0899492083117366,1.0817128326743841,-0.008236375637352467
268,0,0,0,0,8,9,1,9,14,5,3,4,1,2,2,0,4,4,0,0,0,0,0,0,0,2.3130475422367454,3.1437700409442186,0.8307224987074733
269,1,0,0,0,7,7,0,7,7,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,2.1223395001143217,2.1817105831578374,0.05937108304351568
270,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,2.6495608743280172,3.8469479167833924,1.1973870424553752
271,3,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,2.7583053754642606,2.3639197507873178,-0.3943856246769428
272,0,0,0,0,9,8,-1,8,9,1,2,3,1,3,2,-1,4,6,2,0,0,0,0,0,0,2.471125458367169,1.7148024160414934,-0.7563230423256755
273,1,0,0,0,9,9,0,15,15,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.5612785825505853,2.5261397920548916,-0.035138790495693684
274,2,0,0,0,9,9,0,9,9,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,2.0143098337575793,2.039109750650823,0.02479991689324379
275,3,0,1,1,9,11,2,8,11,3,3,4,1,2,1,-1,3,5,2,0,1,1,0,0,0,1.6917692925781012,1.9449460413306952,0.253176748752594
276,0,1,1,0,10,10,0,9,11,2,5,4,-1,1,2,1,5,5,0,0,0,0,0,0,0,1.5061272084712982,2.691729249432683,1.1856020409613848
277,1,0,0,0,8,8,0,13,13,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,2.3957140427082777,2.3965603336691856,0.0008462909609079361
278,2,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,0,0,0,2.161692166700959,2.1781908329576254,0.016498666256666183
279,3,0,0,0,8,8,0,10,10,0,5,5,0,1,1,0,6,6,0,0,0,0,0,0,0,2.7375405840575695,2.663248499855399,-0.07429208420217037
280,0,0,0,0,6,6,0,6,6,0,3,3,0,1,1,0,3,3,0,0,0,0,0,0,0,1.121662875637412,1.1065250830724835,-0.015137792564928532
281,1,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,6,6,0,0,0,0,0,0,0,2.5266261249780655,2.475523041561246,-0.05110308341681957
282,2,1,1,0,10,10,0,7,9,2,1,3,2,4,3,-1,3,2,-1,0,0,0,0,0,0,1.8269169591367245,2.208022833801806,0.3811058746650815
283,3,0,1,1,7,10,3,7,7,0,2,2,0,2,4,2,3,4,1,0,0,0,0,0,0,1.404968500137329,1.9318879591301084,0.5269194589927793
284,0,0,0,0,6,6,0,6,4,-2,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1.3523972081020474,1.3402506671845913,-0.01214654091745615
285,1,0,0,0,4,4,0,3,3,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,1.2991689573973417,1.282861833460629,-0.016307123936712742
286,2,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,3.091101041994989,3.101000791415572,0.009899749420583248
287,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.277165708132088,2.2832939168438315,0.006128208711743355
288,0,0,0,0,3,5,2,3,5,2,3,2,-1,0,1,1,5,3,-2,0,0,0,0,0,0,1.4610317926853895,2.0317752500995994,0.5707434574142098
289,1,1,1,0,10,10,0,13,13,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,3.047408290207386,3.025479333475232,-0.021928956732153893
290,2,0,0,0,7,7,0,10,8,-2,3,4,1,1,0,-1,5,5,0,1,1,0,0,0,0,1.6307722078636289,1.5757745001465082,-0.05499770771712065
291,3,0,0,0,8,8,0,9,9,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.715833124704659,2.7070041252300143,-0.008828999474644661
292,0,0,0,0,8,8,0,8,8,0,1,1,0,3,3,0,7,7,0,0,0,0,0,0,0,2.153424458578229,2.1508435420691967,-0.0025809165090322495
293,1,0,0,0,9,9,0,12,12,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,2.0515248337760568,1.9801687505096197,-0.07135608326643705
294,2,0,0,0,8,8,0,10,10,0,1,3,2,3,2,-1,4,4,0,0,0,0,0,0,0,2.173588667064905,2.23288254160434,0.05929387453943491
295,3,0,0,0,6,6,0,9,9,0,4,4,0,1,1,0,6,6,0,0,0,0,0,0,0,2.3419662499800324,2.1648215409368277,-0.17714470904320478
296,0,1,1,0,10,10,0,6,6,0,2,2,0,3,3,0,4,6,2,0,0,0,0,0,0,1.2233071252703667,1.4158983333036304,0.19259120803326368
297,1,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,9,9,0,0,0,0,0,0,0,3.808702791109681,3.822757582180202,0.014054791070520878
298,2,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,6,6,0,0,0,0,0,0,0,1.6288283756002784,1.6629913747310638,0.034162999130785465
299,3,0,0,0,8,8,0,12,12,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,1.9925133343786001,1.9923501247540116,-0.00016320962458848953
300,0,0,0,0,9,9,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.6401120824739337,1.6393271666020155,-0.0007849158719182014
301,1,0,0,0,5,5,0,12,12,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1860960414633155,2.190752207301557,0.004656165838241577
302,2,0,0,0,5,5,0,4,4,0,4,4,0,0,0,0,4,5,1,0,0,0,0,0,0,1.561650582589209,1.923071624711156,0.3614210421219468
303,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,2,2,0,1,1,0,0,0,0,1.5021667080000043,1.513643958605826,0.01147725060582161
304,0,1,1,0,11,11,0,12,12,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.8171358751133084,1.821002708747983,0.003866833634674549
305,1,1,1,0,10,10,0,9,7,-2,2,1,-1,3,3,0,5,5,0,0,0,0,0,0,0,1.755596250295639,1.7936519999057055,0.038055749610066414
306,2,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,1.6596403745934367,1.6692146668210626,0.009574292227625847
307,3,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,5,5,0,1,1,0,0,0,0,2.3273341665044427,2.311370249837637,-0.015963916666805744
308,0,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,2,2,0,1,1,0,0,0,0,2.9374303752556443,2.848159624263644,-0.0892707509920001
309,1,1,1,0,10,10,0,13,13,0,3,3,0,2,2,0,5,5,0,1,1,0,0,0,0,2.277565125375986,2.5806764578446746,0.3031113324686885
310,2,0,0,0,9,7,-2,7,3,-4,0,0,0,4,3,-1,7,9,2,0,0,0,0,0,0,2.374205958098173,1.2357059167698026,-1.1385000413283706
311,3,0,0,0,7,4,-3,6,3,-3,0,0,0,3,2,-1,3,4,1,0,0,0,0,0,0,2.3922430826351047,2.1210551653057337,-0.271187917329371
312,0,0,0,0,5,5,0,7,7,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.7962988335639238,0.8127442495897412,0.016445416025817394
313,1,0,0,0,6,6,0,2,2,0,0,0,0,2,2,0,8,8,0,0,0,0,0,0,0,1.2834922084584832,1.2907255003228784,0.007233291864395142
314,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.8864354575052857,1.918566457927227,0.03213100042194128
315,3,1,1,0,10,10,0,13,13,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.2636030418798327,2.2748479591682553,0.011244917288422585
316,0,1,1,0,10,10,0,10,10,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,1.420834499411285,1.40329329110682,-0.017541208304464817
317,1,0,0,0,8,8,0,6,6,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.5844143750146031,1.6202641669660807,0.03584979195147753
318,2,0,0,0,3,3,0,4,4,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,1.3107628328725696,1.2840580828487873,-0.026704750023782253
319,3,0,0,0,6,6,0,15,15,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,2.108003333210945,2.1172762913629413,0.009272958151996136
320,0,1,1,0,10,10,0,9,10,1,4,3,-1,1,2,1,7,3,-4,1,1,0,0,0,0,1.7060357928276062,1.8483107080683112,0.142274915240705
321,1,0,0,0,9,9,0,9,9,0,5,5,0,1,1,0,4,4,0,0,0,0,0,0,0,1.59194574970752,1.5777983330190182,-0.014147416688501835
322,2,1,1,0,10,10,0,15,15,0,5,5,0,1,1,0,6,6,0,0,0,0,0,0,0,3.072242584079504,5.058152124285698,1.985909540206194
323,3,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.5023367907851934,1.5694256657734513,0.06708887498825788
324,0,1,1,0,10,10,0,10,10,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.696850374341011,1.6957393744960427,-0.001110999844968319
325,1,1,0,-1,10,7,-3,12,10,-2,4,5,1,2,1,-1,2,2,0,1,0,-1,0,0,0,2.292254041880369,1.8613123334944248,-0.43094170838594437
326,2,1,1,0,10,10,0,9,9,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,1.4504829160869122,1.4598410418257117,0.009358125738799572
327,3,0,0,0,6,6,0,8,8,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,1.7348216250538826,1.739962000399828,0.005140375345945358
328,0,0,0,0,3,3,0,7,7,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,1.32323654089123,1.319419833831489,-0.00381670705974102
329,1,0,0,0,3,3,0,4,3,-1,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,2.5586591251194477,1.4322008341550827,-1.126458290964365
330,2,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,6,6,0,0,0,0,0,0,0,1.6099784998223186,1.6131182499229908,0.003139750100672245
331,3,1,1,0,10,10,0,10,10,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.1267823334783316,2.122313625179231,-0.004468708299100399
332,0,1,0,-1,10,8,-2,10,6,-4,4,1,-3,2,3,1,10,8,-2,0,0,0,0,0,0,2.09315662458539,2.109319374896586,0.01616275031119585
333,1,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,1,1,0,1,1,0,0,0,0,2.1614538338035345,2.180986834689975,0.019533000886440277
334,2,0,0,0,8,8,0,8,8,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.1689943335950375,2.1515677496790886,-0.017426583915948868
335,3,1,1,0,10,10,0,7,7,0,4,4,0,1,1,0,5,5,0,1,1,0,0,0,0,1.2517940420657396,1.4025619169697165,0.15076787490397692
336,0,1,0,-1,10,7,-3,12,12,0,5,5,0,1,0,-1,3,2,-1,1,1,0,0,0,0,2.0374856665730476,2.630747167393565,0.5932615008205175
