variant,seed,seat,won,final_vp,roads,settlements,cities,dev_cards,has_longest_road,has_largest_army,runtime_seconds
maritime_on,197,1,0,5,7,2,1,1,0,0,1.9794998746365309
maritime_off,198,2,0,5,8,5,0,1,0,0,1.3679779581725597
maritime_on,198,2,0,5,9,5,0,0,0,0,1.7599618332460523
maritime_off,199,3,1,10,12,5,0,8,1,0,2.334449958987534
maritime_on,199,3,1,10,9,4,2,7,0,0,2.5912187919020653
maritime_off,200,0,0,8,7,2,2,3,0,0,2.125267124734819
maritime_on,200,0,1,10,8,2,4,3,0,0,2.437503583729267
maritime_off,201,1,0,4,3,0,2,1,0,0,1.220474749803543
maritime_on,201,1,0,6,4,0,2,7,0,0,1.6485660830512643
maritime_off,202,2,0,4,15,0,2,0,0,0,1.7797479163855314
maritime_on,202,2,1,10,14,2,2,2,1,0,2.413301708176732
maritime_off,203,3,1,10,10,4,3,2,0,0,1.8257960844784975
maritime_on,203,3,1,10,13,3,3,3,0,0,2.3962937081232667
maritime_off,204,0,0,7,3,0,3,4,0,0,1.5005354164168239
maritime_on,204,0,0,8,7,2,2,6,0,0,1.80991099961102
maritime_off,205,1,0,6,15,0,2,0,1,0,2.710585250519216
maritime_on,205,1,0,8,8,3,2,6,0,0,2.2348972084000707
maritime_off,206,2,1,10,11,4,2,4,1,0,2.0346528328955173
maritime_on,206,2,1,10,12,4,2,4,1,0,2.389637458138168
maritime_off,207,3,0,6,8,5,0,5,0,0,2.006166582927108
maritime_on,207,3,0,8,9,5,1,8,0,0,2.5514089995995164
maritime_off,208,0,1,10,7,2,3,4,0,0,1.633323167450726
maritime_on,208,0,1,10,4,0,4,5,0,0,1.6542843338102102
maritime_off,209,1,0,3,2,1,1,1,0,0,1.9514431254938245
maritime_on,209,1,0,5,3,0,2,7,0,0,2.0093272924423218
maritime_off,210,2,0,4,8,4,0,3,0,0,1.4332676250487566
maritime_on,210,2,0,6,3,2,1,8,0,0,1.7458020001649857
maritime_off,211,3,0,5,7,4,0,3,0,0,1.843373417854309
maritime_on,211,3,0,5,3,3,0,8,0,0,1.84285775013268
maritime_off,212,0,1,10,7,1,4,1,0,0,1.4446905003860593
maritime_on,212,0,1,10,7,1,4,3,0,0,1.9741440834477544
maritime_off,213,1,0,4,4,4,0,3,0,0,1.4550472926348448
maritime_on,213,1,0,9,10,1,4,3,0,0,1.9782885825261474
maritime_off,214,2,0,2,12,2,0,0,0,0,0.9956259997561574
maritime_on,214,2,0,7,9,5,0,3,0,0,1.6327168745920062
maritime_off,215,3,0,7,15,5,0,1,1,0,2.091867041774094
maritime_on,215,3,0,5,7,5,0,3,0,0,1.2656045407056808
maritime_off,216,0,0,9,9,3,3,5,0,0,1.9620428327471018
maritime_on,216,0,1,10,9,2,4,4,0,0,2.1989749586209655
maritime_off,217,1,0,6,2,0,2,3,0,0,1.6020753346383572
maritime_on,217,1,0,7,2,0,2,8,0,0,1.3447616659104824
maritime_off,218,2,0,8,15,5,0,2,1,0,2.286885790526867
maritime_on,218,2,0,8,12,5,1,2,0,0,2.515541208907962
maritime_off,219,3,0,7,13,0,3,2,0,0,2.074752666056156
maritime_on,219,3,1,10,7,1,4,5,0,0,1.670451832935214
maritime_off,220,0,0,9,3,0,3,8,0,0,1.9940169574692845
maritime_on,220,0,1,10,8,3,2,7,0,0,1.8529129168018699
maritime_off,221,1,0,7,3,0,3,9,0,0,1.9076560409739614
maritime_on,221,1,0,4,3,2,1,6,0,0,1.495083374902606
maritime_off,222,2,0,6,11,0,2,0,1,0,1.147789666429162
maritime_on,222,2,0,7,9,4,1,1,0,0,1.3292919993400574
maritime_off,223,3,0,7,12,5,0,0,1,0,2.49227137491107
maritime_on,223,3,0,7,13,5,0,2,1,0,1.9365064166486263
maritime_off,224,0,1,10,9,2,3,1,1,0,1.4488286254927516
maritime_on,224,0,1,10,7,2,3,0,1,0,0.9682222092524171
maritime_off,225,1,0,5,4,0,2,2,0,0,1.4135509999468923
maritime_on,225,1,0,8,7,1,3,3,0,0,2.374820625409484
maritime_off,226,2,0,5,8,5,0,2,0,0,1.85925545822829
maritime_on,226,2,0,9,8,4,2,5,0,0,2.7984437504783273
maritime_off,227,3,0,4,2,1,1,6,0,0,1.4065362503752112
maritime_on,227,3,0,6,3,3,0,7,0,0,1.609617792069912
maritime_off,228,0,1,10,10,2,4,3,0,0,1.7485003750771284
maritime_on,228,0,0,8,6,0,4,4,0,0,2.23697741702199
maritime_off,229,1,1,10,12,4,2,1,1,0,1.6161031667143106
maritime_on,229,1,1,10,10,3,2,1,1,0,1.5058262925595045
maritime_off,230,2,0,6,7,3,1,2,0,0,1.5991438338533044
maritime_on,230,2,0,3,3,3,0,3,0,0,0.961439167149365
maritime_off,231,3,0,4,7,4,0,2,0,0,1.474310583434999
maritime_on,231,3,1,10,10,5,2,2,0,0,2.486558916978538
maritime_off,232,0,0,6,3,0,3,3,0,0,1.3807009998708963
maritime_on,232,0,0,8,3,0,3,9,0,0,1.9032819587737322
maritime_off,233,1,0,8,3,1,2,7,0,0,1.6395187079906464
maritime_on,233,1,1,10,6,1,4,4,0,0,1.7088607912883162
maritime_off,234,2,0,2,2,2,0,0,0,0,1.2562240837141871
maritime_on,234,2,0,7,11,5,1,3,0,0,1.827060834504664
maritime_off,235,3,0,6,9,4,1,1,0,0,1.844853499904275
maritime_on,235,3,0,7,7,5,0,5,0,0,2.142588417045772
maritime_off,236,0,0,2,4,2,0,5,0,0,1.3549140421673656
maritime_on,236,0,0,5,4,3,1,1,0,0,0.9254085831344128
maritime_off,237,1,0,6,6,3,1,3,0,0,2.0025397911667824
maritime_on,237,1,0,7,3,2,1,9,0,0,1.2148891668766737
maritime_off,238,2,0,7,15,5,0,0,1,0,1.6268707923591137
maritime_on,238,2,1,10,13,4,1,3,1,0,1.8503930419683456
maritime_off,239,3,1,10,7,3,3,6,0,0,1.3275556666776538
maritime_on,239,3,1,10,9,4,2,8,0,0,1.7539819590747356
maritime_off,240,0,1,10,5,1,4,4,0,0,1.5880360407754779
maritime_on,240,0,1,10,6,2,3,5,0,0,1.6571285417303443
maritime_off,241,1,0,2,2,2,0,1,0,0,1.0624115830287337
maritime_on,241,1,0,3,3,3,0,6,0,0,1.0184327913448215
maritime_off,242,2,0,6,6,5,0,6,0,0,1.4556458750739694
maritime_on,242,2,0,8,5,2,2,7,0,0,1.5629785414785147
maritime_off,243,3,0,8,12,4,1,1,1,0,2.2196106677874923
maritime_on,243,3,1,10,8,2,3,4,0,0,1.970737749710679
maritime_off,244,0,1,10,5,1,3,7,0,0,1.408467249944806
maritime_on,244,0,1,10,6,2,3,4,0,0,1.4181803334504366
maritime_off,245,1,0,7,3,0,3,8,0,0,1.7841108329594135
maritime_on,245,1,0,5,4,0,2,4,0,0,1.3914517499506474
maritime_off,246,2,0,4,12,4,0,1,0,0,2.0768117923289537
maritime_on,246,2,0,4,7,2,1,1,0,0,1.4937138753011823
maritime_off,247,3,1,10,15,5,1,1,1,0,2.7001715414226055
maritime_on,247,3,0,9,13,5,2,1,0,0,2.7966762920841575
maritime_off,248,0,0,7,3,0,3,7,0,0,1.5603668335825205
maritime_on,248,0,0,8,10,1,3,8,0,0,2.922687416896224
maritime_off,249,1,0,7,7,3,1,7,0,0,1.62840445805341
maritime_on,249,1,1,10,7,1,4,4,0,0,1.750095791183412
maritime_off,250,2,0,5,8,5,0,0,0,0,1.9287014994770288
maritime_on,250,2,0,2,3,2,0,3,0,0,1.8664997089654207
maritime_off,251,3,0,5,5,4,0,3,0,0,2.2899700831621885
maritime_on,251,3,0,8,9,4,1,7,0,0,3.0205200407654047
maritime_off,252,0,0,3,2,2,0,9,0,0,1.3476577084511518
maritime_on,252,0,0,4,2,0,2,7,0,0,1.1596691673621535
maritime_off,253,1,0,9,5,0,3,5,0,0,1.728334791958332
maritime_on,253,1,1,10,4,0,4,6,0,0,1.7904184581711888
maritime_off,254,2,1,10,11,4,2,1,1,0,1.8461737921461463
maritime_on,254,2,1,10,15,5,1,5,1,0,2.2275159591808915
maritime_off,255,3,0,5,6,5,0,2,0,0,1.3573259580880404
maritime_on,255,3,0,9,8,4,2,5,0,0,2.0830229576677084
maritime_off,256,0,1,11,9,0,4,3,1,0,0.9699180414900184
maritime_on,256,0,1,10,7,1,4,7,0,0,1.4111489998176694
maritime_off,257,1,1,10,13,2,3,1,1,0,2.35071983281523
maritime_on,257,1,1,10,10,2,4,4,0,0,2.2882079165428877
maritime_off,258,2,0,6,8,5,0,3,0,0,1.4158654995262623
maritime_on,258,2,1,10,10,3,3,4,0,0,2.3845923328772187
maritime_off,259,3,0,5,2,0,2,4,0,0,2.313211750239134
maritime_on,259,3,1,10,8,3,3,2,0,0,2.084925833158195
maritime_off,260,0,1,10,10,3,3,5,0,0,2.1320523750036955
maritime_on,260,0,1,10,8,1,4,4,0,0,2.2594228330999613
maritime_off,261,1,0,4,2,1,1,3,0,0,0.4904673742130399
maritime_on,261,1,0,4,2,1,1,3,0,0,0.4947648337110877
maritime_off,262,2,0,6,15,5,0,3,0,0,2.2932333340868354
maritime_on,262,2,0,8,11,5,1,6,0,0,2.470695541240275
maritime_off,263,3,0,6,9,5,0,3,0,0,1.8344566244632006
maritime_on,263,3,0,5,4,2,1,4,0,0,1.3040691670030355
maritime_off,264,0,0,5,5,2,1,8,0,0,2.347893082536757
maritime_on,264,0,0,6,4,0,3,7,0,0,1.7862961245700717
maritime_off,265,1,0,2,2,2,0,5,0,0,1.9885682072490454
maritime_on,265,1,0,4,3,3,0,2,0,0,1.1851391242817044
maritime_off,266,2,0,5,10,5,0,0,0,0,1.7295357501134276
maritime_on,266,2,0,9,13,4,2,4,0,0,2.6788800843060017
maritime_off,267,3,0,8,10,5,1,4,0,0,1.7771220840513706
maritime_on,267,3,1,10,8,4,1,2,1,0,1.0488465838134289
maritime_off,268,0,0,8,4,0,3,8,0,0,2.013644041493535
maritime_on,268,0,0,8,4,0,3,7,0,0,1.5993201257660985
maritime_off,269,1,0,3,2,2,0,4,0,0,1.3515610424801707
maritime_on,269,1,0,3,3,2,0,6,0,0,1.3232543747872114
maritime_off,270,2,0,8,15,5,0,1,1,0,2.4750786665827036
maritime_on,270,2,0,7,12,5,1,3,0,0,2.661602125503123
maritime_off,271,3,0,6,9,5,0,1,0,0,2.412851291708648
maritime_on,271,3,1,10,12,5,1,3,1,0,2.6673973752185702
maritime_off,272,0,0,8,3,0,3,7,0,0,1.826561332680285
maritime_on,272,0,1,10,6,1,3,7,0,0,1.727640832774341
maritime_off,273,1,0,3,2,1,1,0,0,0,0.9001129176467657
maritime_on,273,1,0,4,4,4,0,3,0,0,0.9108937922865152
maritime_off,274,2,0,7,9,4,1,1,0,0,1.7302614590153098
maritime_on,274,2,0,9,9,5,1,5,0,0,1.9769272077828646
maritime_off,275,3,0,8,8,5,1,3,0,0,1.486617499962449
maritime_on,275,3,0,9,8,3,2,3,0,0,1.6398768750950694
maritime_off,276,0,1,10,8,1,4,5,0,0,2.0169453751295805
maritime_on,276,0,0,9,7,1,3,6,0,0,1.96010912489146
maritime_off,277,1,0,6,3,2,1,7,0,0,1.8485121661797166
maritime_on,277,1,0,6,8,2,2,5,0,0,2.180097750388086
maritime_off,278,2,0,4,12,2,0,1,1,0,1.9622151255607605
maritime_on,278,2,1,10,11,4,2,2,1,0,1.728029416874051
maritime_off,279,3,1,10,11,3,3,4,0,0,2.391779124736786
maritime_on,279,3,0,8,10,5,1,6,0,0,2.5986952502280474
maritime_off,280,0,0,6,6,4,1,3,0,0,1.5420681675896049
maritime_on,280,0,0,5,6,5,0,5,0,0,1.544134957715869
maritime_off,281,1,0,8,3,0,3,5,0,0,2.049667375162244
maritime_on,281,1,1,10,7,1,4,4,0,0,2.2608204996213317
maritime_off,282,2,1,10,10,5,1,2,1,0,1.6795523334294558
maritime_on,282,2,0,6,12,4,1,2,0,0,1.9952579597011209
maritime_off,283,3,1,10,5,2,3,5,0,0,1.190498000010848
maritime_on,283,3,0,7,7,2,2,3,0,0,1.3970440421253443
maritime_off,284,0,0,7,4,0,3,3,0,0,1.6901428336277604
maritime_on,284,0,0,9,7,1,3,5,0,0,1.4962017079815269
maritime_off,285,1,0,5,2,0,2,8,0,0,1.5857647499069571
maritime_on,285,1,0,6,2,0,2,7,0,0,1.7296095844358206
maritime_off,286,2,0,7,15,3,1,2,1,0,1.9123471667990088
maritime_on,286,2,1,10,14,4,2,3,1,0,2.9874712908640504
maritime_off,287,3,0,4,5,4,0,3,0,0,1.595738667063415
maritime_on,287,3,1,10,9,2,3,3,1,0,2.1991359163075686
maritime_off,288,0,0,6,4,2,2,4,0,0,1.0779323754832149
maritime_on,288,0,1,10,10,3,3,5,0,0,2.369531499221921
maritime_off,289,1,0,4,4,2,0,6,0,0,1.1344729168340564
maritime_on,289,1,0,5,3,3,0,6,0,0,1.1446113334968686
maritime_off,290,2,0,2,2,2,0,0,0,0,0.9484098749235272
maritime_on,290,2,0,3,3,2,0,5,0,0,1.0768896657973528
maritime_off,291,3,0,6,8,4,1,3,0,0,1.4960540002211928
maritime_on,291,3,0,8,9,3,2,5,0,0,2.626291999593377
maritime_off,292,0,0,5,4,2,1,3,0,0,1.8615678753703833
maritime_on,292,0,0,6,3,3,0,6,0,0,1.3614800004288554
maritime_off,293,1,0,8,8,1,3,6,0,0,1.7325578341260552
maritime_on,293,1,0,9,10,3,2,3,0,0,2.1816945830360055
maritime_off,294,2,0,7,15,5,0,5,0,0,2.1028383327648044
maritime_on,294,2,0,6,13,5,0,3,0,0,2.1834711665287614
maritime_off,295,3,1,10,13,4,2,3,1,0,2.502977999858558
maritime_on,295,3,0,6,9,4,1,6,0,0,2.111710083670914
maritime_off,296,0,1,10,8,1,3,5,1,0,1.8995523750782013
maritime_on,296,0,1,11,11,0,4,4,1,0,2.0186346247792244
maritime_off,297,1,0,5,2,0,2,5,0,0,1.6839239168912172
maritime_on,297,1,0,4,3,1,1,5,0,0,1.1451627500355244
maritime_off,298,2,0,5,8,5,0,0,0,0,1.6194571247324347
maritime_on,298,2,0,4,5,4,0,1,0,0,0.826264082454145
maritime_off,299,3,0,5,7,4,0,1,0,0,1.111253833398223
maritime_on,299,3,0,8,12,5,1,2,0,0,1.9580121664330363
maritime_off,300,0,1,10,9,1,3,5,1,0,1.4367367075756192
maritime_on,300,0,0,7,4,0,3,6,0,0,1.09614266641438
maritime_off,301,1,0,9,12,4,1,3,1,0,2.5347911678254604
maritime_on,301,1,1,10,15,5,1,5,1,0,3.0872754575684667
maritime_off,302,2,0,9,15,5,0,5,1,0,2.197756459005177
maritime_on,302,2,0,6,8,5,0,6,0,0,1.5773972505703568
maritime_off,303,3,0,8,13,5,0,2,1,0,2.512034250423312
maritime_on,303,3,1,10,9,2,3,2,1,0,1.4787750001996756
maritime_off,304,0,0,5,8,2,1,4,0,0,1.8169246250763535
maritime_on,304,0,0,9,5,2,3,7,0,0,1.974585915915668
maritime_off,305,1,0,4,2,0,2,1,0,0,1.5464477501809597
maritime_on,305,1,1,10,4,0,4,6,0,0,1.8961365846917033
maritime_off,306,2,0,7,15,5,0,0,1,0,2.117672834545374
maritime_on,306,2,0,8,13,5,0,5,1,0,1.7651215828955173
maritime_off,307,3,0,5,10,4,0,2,0,0,2.57874112483114
maritime_on,307,3,1,10,10,4,1,5,1,0,2.2490275828167796
maritime_off,308,0,0,3,3,3,0,2,0,0,1.6851174579933286
maritime_on,308,0,0,5,3,2,1,4,0,0,1.4719692496582866
maritime_off,309,1,0,3,4,3,0,3,0,0,1.6862859586253762
maritime_on,309,1,0,5,8,2,1,4,0,0,1.7011957503855228
maritime_off,310,2,0,5,9,5,0,0,0,0,1.8493294576182961
maritime_on,310,2,0,6,11,5,0,6,0,0,1.9816345423460007
maritime_off,311,3,0,4,2,0,2,3,0,0,1.404670000076294
maritime_on,311,3,0,7,6,0,3,3,0,0,2.329703915864229
maritime_off,312,0,0,5,4,1,2,2,0,0,0.9216594994068146
maritime_on,312,0,0,7,4,2,2,7,0,0,1.7348999585956335
maritime_off,313,1,0,4,3,0,2,4,0,0,1.0391546254977584
maritime_on,313,1,0,9,6,0,4,3,0,0,1.8256424581632018
maritime_off,314,2,0,6,11,5,0,1,0,0,1.4550291672348976
maritime_on,314,2,1,10,11,3,3,3,0,0,1.7846780000254512
maritime_off,315,3,0,7,15,5,0,0,1,0,1.8581380415707827
maritime_on,315,3,1,10,13,4,2,2,1,0,2.2283995002508163
maritime_off,316,0,1,10,8,2,4,2,0,0,1.3897800408303738
maritime_on,316,0,1,10,11,4,2,4,1,0,2.240254250355065
maritime_off,317,1,0,6,3,0,2,5,0,0,1.609805959276855
maritime_on,317,1,0,9,5,0,3,6,0,0,1.8419427499175072
maritime_off,318,2,0,5,2,1,1,6,0,0,1.7716661663725972
maritime_on,318,2,0,8,6,2,2,8,0,0,2.2319782907143235
maritime_off,319,3,0,7,15,5,0,3,0,0,2.0790265006944537
maritime_on,319,3,0,6,15,5,0,4,0,0,2.0615507923066616
maritime_off,320,0,0,7,6,0,3,5,0,0,1.6825425839051604
maritime_on,320,0,0,9,7,3,2,5,0,0,1.8610806250944734
maritime_off,321,1,0,4,7,2,1,3,0,0,1.061976458877325
maritime_on,321,1,0,5,10,4,0,3,0,0,1.6281188745051622
maritime_off,322,2,0,8,15,4,1,3,1,0,2.200661750510335
maritime_on,322,2,1,10,9,5,1,1,1,0,1.3741259155794978
maritime_off,323,3,1,10,10,5,1,2,1,0,1.0343367913737893
maritime_on,323,3,1,10,9,4,1,4,1,0,1.4706747075542808
maritime_off,324,0,1,11,10,2,3,2,1,0,1.6869749585166574
maritime_on,324,0,0,9,9,1,3,3,1,0,1.9723976254463196
maritime_off,325,1,0,4,2,2,0,7,0,0,1.369924166239798
maritime_on,325,1,0,6,3,2,1,8,0,0,1.6440687496215105
maritime_off,326,2,0,4,5,4,0,1,0,0,1.3432378331199288
maritime_on,326,2,1,10,15,3,2,5,1,0,3.0308505836874247
maritime_off,327,3,1,10,10,1,4,7,0,0,2.0651027923449874
maritime_on,327,3,0,6,8,0,3,4,0,0,1.6992557924240828
maritime_off,328,0,0,6,3,0,3,4,0,0,1.6064314153045416
maritime_on,328,0,0,6,3,0,3,5,0,0,1.5956304166465998
maritime_off,329,1,0,6,2,0,2,2,0,0,1.6775514585897326
maritime_on,329,1,0,8,3,0,3,2,0,0,1.5654603755101562
maritime_off,330,2,0,7,13,5,0,0,1,0,2.3413392920047045
maritime_on,330,2,0,7,9,5,1,0,0,0,1.784531332552433
maritime_off,331,3,0,8,10,2,3,1,0,0,2.2447286248207092
maritime_on,331,3,1,10,10,3,3,2,0,0,2.0654798755422235
maritime_off,332,0,1,10,13,3,2,5,1,0,2.005666290409863
maritime_on,332,0,1,10,10,4,2,3,1,0,1.5467927912250161
maritime_off,333,1,0,5,4,0,2,2,0,0,1.7362457923591137
maritime_on,333,1,0,7,3,0,2,7,0,0,2.0685469582676888
maritime_off,334,2,0,5,9,5,0,1,0,0,1.5599091248586774
maritime_on,334,2,0,7,12,5,1,0,0,0,2.3420284166932106
maritime_off,335,3,1,10,9,4,2,0,1,0,1.2753429999575019
maritime_on,335,3,1,10,7,4,1,5,1,0,1.25574616715312
maritime_off,336,0,0,7,10,5,0,8,0,0,1.9996327906847
maritime_on,336,0,1,10,10,2,3,7,0,0,2.172513708472252
maritime_off,337,1,0,3,2,1,1,3,0,0,1.5171265006065369
maritime_on,337,1,0,4,2,2,0,6,0,0,1.9792268751189113
maritime_off,338,2,0,4,2,0,2,0,0,0,1.740633667446673
maritime_on,338,2,1,10,12,3,3,4,0,0,2.401262542232871
maritime_off,339,3,1,10,11,2,4,1,0,0,1.321338958106935
maritime_on,339,3,0,9,8,1,4,3,0,0,2.5366923334077
maritime_off,340,0,0,7,8,3,2,1,0,0,1.5601171664893627
maritime_on,340,0,0,8,9,4,1,6,0,0,1.805740375071764
maritime_off,341,1,0,6,8,2,2,2,0,0,2.1445134170353413
maritime_on,341,1,1,10,7,0,4,4,0,0,1.9266610834747553
maritime_off,342,2,0,5,6,4,0,1,0,0,1.3692663330584764
maritime_on,342,2,0,7,10,5,0,1,1,0,1.7316207503899932
maritime_off,343,3,1,10,9,2,3,2,1,0,1.1985185416415334
maritime_on,343,3,1,10,11,4,2,3,1,0,1.3281394578516483
maritime_off,344,0,0,6,5,3,1,3,0,0,1.5587871670722961
maritime_on,344,0,0,4,11,4,0,3,0,0,1.7246947921812534
maritime_off,345,1,0,8,4,1,3,4,0,0,1.5157659174874425
maritime_on,345,1,0,6,4,2,2,2,0,0,0.9262922080233693
maritime_off,346,2,0,5,12,5,0,1,0,0,1.6425449158996344
maritime_on,346,2,0,7,9,4,1,5,0,0,2.0287735844030976
maritime_off,347,3,0,8,10,5,0,1,1,0,1.6115322085097432
maritime_on,347,3,0,8,13,4,1,2,1,0,2.7020263327285647
maritime_off,348,0,0,2,2,2,0,5,0,0,1.193670166656375
maritime_on,348,0,0,7,4,1,3,2,0,0,2.5174418753013015
maritime_off,349,1,0,5,5,3,1,2,0,0,1.7068259166553617
maritime_on,349,1,0,7,8,4,1,5,0,0,1.978993042372167
maritime_off,350,2,0,5,8,5,0,1,0,0,1.4944740422070026
maritime_on,350,2,1,10,11,4,2,4,0,0,2.515105042606592
maritime_off,351,3,0,6,10,5,0,4,0,0,2.030875666067004
maritime_on,351,3,0,8,7,3,2,5,0,0,2.2040226254612207
maritime_off,352,0,1,11,14,0,4,10,1,0,2.4792868746444583
maritime_on,352,0,1,10,9,1,4,4,0,0,2.2718502087518573
maritime_off,353,1,0,7,6,3,1,4,0,0,1.8280807500705123
maritime_on,353,1,0,5,7,3,0,2,0,0,1.685188333503902
maritime_off,354,2,1,10,15,4,2,0,1,0,2.2175383754074574
maritime_on,354,2,0,5,9,5,0,1,0,0,1.7355597503483295
maritime_off,355,3,0,6,10,5,0,4,0,0,1.905978374183178
maritime_on,355,3,0,6,9,5,0,3,0,0,1.8256199173629284
maritime_off,356,0,1,10,6,3,2,6,0,0,1.5986955827102065
maritime_on,356,0,1,10,7,1,4,4,0,0,1.593588124960661
maritime_off,357,1,0,8,4,0,3,6,0,0,1.853158624842763
maritime_on,357,1,0,4,2,2,0,7,0,0,1.4867442920804024
maritime_off,358,2,0,8,13,5,0,1,1,0,3.0516093745827675
maritime_on,358,2,1,10,10,5,1,3,1,0,1.8878557085990906
maritime_off,359,3,1,10,11,3,3,3,0,0,2.1827924167737365
maritime_on,359,3,1,10,8,4,1,7,0,0,1.7974490001797676
maritime_off,360,0,1,10,7,0,4,5,0,0,1.789568666368723
maritime_on,360,0,1,10,4,1,3,6,0,0,1.7895576674491167
maritime_off,361,1,0,4,3,0,2,4,0,0,1.8558883322402835
maritime_on,361,1,0,8,3,0,3,6,0,0,1.7076266249641776
maritime_off,362,2,0,2,2,2,0,3,0,0,1.1120087085291743
maritime_on,362,2,1,10,8,4,2,2,0,0,2.157957624644041
maritime_off,363,3,1,10,8,3,2,6,1,0,1.362932917661965
maritime_on,363,3,0,5,3,2,1,4,0,0,1.090336250141263
maritime_off,364,0,0,3,3,3,0,5,0,0,1.1259597493335605
maritime_on,364,0,0,6,4,2,2,4,0,0,1.3549608336761594
maritime_off,365,1,0,4,2,2,0,7,0,0,1.765293249860406
maritime_on,365,1,0,5,3,2,0,9,0,0,2.343988750129938
maritime_off,366,2,0,3,7,3,0,0,0,0,0.7802224168553948
maritime_on,366,2,0,7,10,5,0,1,1,0,1.6000953326001763
maritime_off,367,3,1,10,11,4,1,6,1,0,1.7878809170797467
maritime_on,367,3,1,10,13,5,1,3,1,0,2.092211333103478
maritime_off,368,0,0,7,8,3,2,3,0,0,1.9174046674743295
maritime_on,368,0,1,10,4,0,4,6,0,0,1.7746624164283276
maritime_off,369,1,0,4,3,1,1,2,0,0,0.7290717922151089
maritime_on,369,1,0,6,3,0,2,4,0,0,0.7452441249042749
maritime_off,370,2,0,5,8,5,0,0,0,0,1.5965774171054363
maritime_on,370,2,0,7,7,4,1,2,0,0,2.2830725824460387
maritime_off,371,3,0,7,8,5,0,8,0,0,1.7314574997872114
maritime_on,371,3,0,8,6,1,3,4,0,0,1.351768707856536
maritime_off,372,0,1,10,9,2,4,4,0,0,1.4927545422688127
maritime_on,372,0,1,10,4,1,3,7,0,0,1.4568636659532785
maritime_off,373,1,0,4,3,1,1,3,0,0,1.776277500204742
maritime_on,373,1,0,8,7,2,2,6,0,0,2.4469819171354175
maritime_off,374,2,0,7,10,3,2,0,0,0,1.9273666245862842
maritime_on,374,2,0,9,11,4,2,5,0,0,2.206457708030939
maritime_off,375,3,1,10,11,2,2,4,1,0,1.7697109580039978
maritime_on,375,3,1,10,7,3,2,7,0,0,2.0272826673462987
maritime_off,376,0,0,6,4,2,2,1,0,0,1.0847482504323125
maritime_on,376,0,1,10,11,3,2,4,1,0,1.7339486666023731
maritime_off,377,1,0,6,2,0,2,5,0,0,1.5480605829507113
maritime_on,377,1,0,7,4,0,2,5,0,0,1.5197122916579247
maritime_off,378,2,0,3,4,3,0,2,0,0,1.0748845841735601
maritime_on,378,2,0,5,6,1,2,5,0,0,1.738623833283782
maritime_off,379,3,0,6,10,5,0,6,0,0,1.526799582876265
maritime_on,379,3,0,9,11,4,2,3,0,0,2.1863042498007417
maritime_off,380,0,0,6,8,0,3,2,0,0,1.8162554576992989
maritime_on,380,0,0,7,8,0,3,4,0,0,2.082283833064139
maritime_off,381,1,0,9,5,0,4,6,0,0,1.8923295410349965
maritime_on,381,1,0,8,5,1,3,6,0,0,1.8509152922779322
maritime_off,382,2,1,10,11,5,1,1,1,0,1.5267176674678922
maritime_on,382,2,1,10,10,5,1,4,1,0,1.8936121668666601
maritime_off,383,3,1,10,12,3,3,6,0,0,2.0116874165832996
maritime_on,383,3,1,10,12,4,3,4,0,0,2.625310874544084
maritime_off,384,0,0,9,5,0,3,6,0,0,2.008359166793525
maritime_on,384,0,1,10,6,0,4,9,0,0,2.0069985408335924
maritime_off,385,1,0,3,3,3,0,3,0,0,1.086788458749652
maritime_on,385,1,0,4,3,3,0,6,0,0,1.2853862503543496
maritime_off,386,2,0,7,15,5,0,2,1,0,2.263779541477561
maritime_on,386,2,0,4,9,4,0,1,0,0,1.3559117503464222
maritime_off,387,3,0,2,2,2,0,1,0,0,1.8804036658257246
maritime_on,387,3,0,9,7,1,4,3,0,0,2.6759919999167323
maritime_off,388,0,0,9,6,4,1,6,0,0,1.8935236670076847
maritime_on,388,0,1,10,6,1,4,2,0,0,2.0717540001496673
maritime_off,389,1,1,10,4,1,3,5,0,0,1.2279694583266973
maritime_on,389,1,1,10,4,1,3,6,0,0,1.3056295840069652
maritime_off,390,2,0,6,8,5,0,2,0,0,1.9169576251879334
maritime_on,390,2,0,4,12,4,0,4,0,0,1.8265305422246456
maritime_off,391,3,0,5,8,5,0,0,0,0,1.5317571256309748
maritime_on,391,3,0,5,10,5,0,3,0,0,1.6307702912017703
maritime_off,392,0,1,10,5,0,4,6,0,0,1.6848318753764033
maritime_on,392,0,1,10,8,3,3,2,0,0,1.7277383338660002
maritime_off,393,1,0,5,3,2,0,7,0,0,1.2172618750482798
maritime_on,393,1,0,5,3,0,2,7,0,0,1.6743940832093358
maritime_off,394,2,0,2,2,2,0,0,0,0,1.2284610830247402
maritime_on,394,2,0,6,4,4,0,3,0,0,1.171155333518982
maritime_off,395,3,0,6,9,4,0,2,1,0,1.4858031244948506
maritime_on,395,3,1,10,12,4,1,3,1,0,2.3360394574701786
maritime_off,396,0,1,10,6,0,4,4,0,0,1.4085948336869478
maritime_on,396,0,1,10,4,0,4,8,0,0,1.7204600414261222
maritime_off,397,1,0,6,4,3,1,1,0,0,0.873560999520123
maritime_on,397,1,1,10,6,2,3,4,0,0,1.3637007093057036
