variant,seed,seat,won,final_vp,roads,settlements,cities,dev_cards,has_longest_road,has_largest_army,runtime_seconds
road_building_on,195,3,0,5,10,4,0,3,0,0,1.6618649158626795
road_building_off,196,0,0,6,7,5,0,3,0,0,0.9112619170919061
road_building_on,196,0,0,6,7,5,0,3,0,0,0.9141180412843823
road_building_off,197,1,0,7,7,3,2,4,0,0,2.512101124972105
road_building_on,197,1,0,7,7,3,2,4,0,0,2.515443875454366
road_building_off,198,2,0,7,14,5,0,2,1,0,2.212706250138581
road_building_on,198,2,0,7,14,5,0,2,1,0,2.2594718746840954
road_building_off,199,3,1,10,9,4,2,7,0,0,2.7409789161756635
road_building_on,199,3,1,10,9,4,2,7,0,0,2.631121000275016
road_building_off,200,0,0,8,11,3,2,3,0,0,2.632857375778258
road_building_on,200,0,1,10,14,5,2,3,0,0,3.607598874717951
road_building_off,201,1,1,10,6,1,4,4,0,0,1.5161377917975187
road_building_on,201,1,1,10,6,1,4,4,0,0,1.4735995838418603
road_building_off,202,2,1,10,12,4,2,5,1,0,2.992735084146261
road_building_on,202,2,1,10,14,4,2,4,1,0,11.46820387430489
road_building_off,203,3,1,10,13,3,3,3,0,0,2.4573937924578786
road_building_on,203,3,1,10,13,3,3,3,0,0,2.4230612087994814
road_building_off,204,0,1,10,12,5,1,4,1,0,1.255758292041719
road_building_on,204,0,1,10,12,5,1,4,1,0,1.2415024163201451
road_building_off,205,1,1,10,10,5,1,1,1,0,1.4814942078664899
road_building_on,205,1,1,10,10,5,1,1,1,0,1.4765602080151439
road_building_off,206,2,1,10,14,1,3,3,1,0,2.3197122495621443
road_building_on,206,2,1,10,13,2,3,4,0,0,3.0759632913395762
road_building_off,207,3,0,8,9,5,1,8,0,0,2.6124087078496814
road_building_on,207,3,0,8,9,5,1,8,0,0,2.710841457359493
road_building_off,208,0,0,7,11,3,2,2,0,0,1.9163470827043056
road_building_on,208,0,0,9,8,1,4,1,0,0,2.901465082541108
road_building_off,209,1,0,7,9,1,2,3,0,0,2.3459393745288253
road_building_on,209,1,0,7,9,1,2,3,0,0,2.3584366673603654
road_building_off,210,2,0,9,7,2,3,1,0,0,1.9581819996237755
road_building_on,210,2,0,9,7,2,3,1,0,0,1.9029357079416513
road_building_off,211,3,0,5,3,3,0,8,0,0,1.8693242920562625
road_building_on,211,3,0,5,3,3,0,8,0,0,1.8438969999551773
road_building_off,212,0,0,5,4,3,1,5,0,0,1.016016874462366
road_building_on,212,0,0,8,9,4,2,4,0,0,4.062276417389512
road_building_off,213,1,0,8,10,4,1,5,0,0,2.150417792610824
road_building_on,213,1,0,7,6,3,1,6,0,0,1.8614441668614745
road_building_off,214,2,0,7,8,5,1,2,0,0,1.621255625039339
road_building_on,214,2,0,7,8,5,1,2,0,0,1.57859908323735
road_building_off,215,3,0,5,7,5,0,3,0,0,1.3334212508052588
road_building_on,215,3,0,5,7,5,0,3,0,0,1.3092838749289513
road_building_off,216,0,0,8,11,5,1,5,0,0,1.679311292245984
road_building_on,216,0,0,8,11,5,1,5,0,0,1.7484393753111362
road_building_off,217,1,0,6,7,4,1,2,0,0,1.6753672072663903
road_building_on,217,1,0,6,7,4,1,2,0,0,1.7248529577627778
road_building_off,218,2,1,10,6,1,4,7,0,0,2.035991083830595
road_building_on,218,2,1,10,6,1,4,7,0,0,1.9486964158713818
road_building_off,219,3,1,10,7,1,4,5,0,0,1.7301023323088884
road_building_on,219,3,1,10,7,1,4,5,0,0,2.0118917925283313
road_building_off,220,0,0,9,8,4,2,5,0,0,2.527823499403894
road_building_on,220,0,0,9,8,4,2,5,0,0,2.517079791985452
road_building_off,221,1,0,8,10,4,2,0,0,0,1.4894810002297163
road_building_on,221,1,0,8,10,4,2,0,0,0,1.4689486250281334
road_building_off,222,2,1,10,7,1,3,6,0,0,1.7446152921766043
road_building_on,222,2,1,10,7,1,3,6,0,0,1.7426262507215142
road_building_off,223,3,0,7,13,5,0,2,1,0,1.9443214172497392
road_building_on,223,3,0,7,13,5,0,2,1,0,1.9413932915776968
road_building_off,224,0,1,11,15,3,3,3,1,0,2.3538233330473304
road_building_on,224,0,1,10,10,5,2,4,0,0,2.5609937077388167
road_building_off,225,1,1,10,8,3,2,6,0,0,1.3419038327410817
road_building_on,225,1,1,10,8,3,2,6,0,0,1.3354252921417356
road_building_off,226,2,1,10,8,3,2,5,0,0,1.462496416643262
road_building_on,226,2,1,10,8,3,2,5,0,0,1.4802501667290926
road_building_off,227,3,0,6,3,3,0,7,0,0,1.6382459169253707
road_building_on,227,3,0,6,3,3,0,7,0,0,1.7244552923366427
road_building_off,228,0,1,10,12,5,1,6,1,0,2.7317761676386
road_building_on,228,0,1,10,12,5,1,6,1,0,2.804120499640703
road_building_off,229,1,0,9,7,3,2,6,0,0,2.1749888751655817
road_building_on,229,1,0,9,7,3,2,6,0,0,2.143283374607563
road_building_off,230,2,0,4,6,4,0,3,0,0,1.0767350001260638
road_building_on,230,2,0,4,6,4,0,3,0,0,1.0706989588215947
road_building_off,231,3,1,10,10,5,2,2,0,0,2.5242498330771923
road_building_on,231,3,1,10,10,5,2,2,0,0,2.5653772074729204
road_building_off,232,0,1,10,9,3,3,3,0,0,2.1995057919993997
road_building_on,232,0,1,10,9,3,3,3,0,0,2.208546749316156
road_building_off,233,1,1,10,7,1,4,3,0,0,1.6810628324747086
road_building_on,233,1,1,10,7,1,4,3,0,0,1.7181652504950762
road_building_off,234,2,1,11,10,3,3,0,1,0,1.8031044164672494
road_building_on,234,2,1,11,10,3,3,0,1,0,1.8595163747668266
road_building_off,235,3,0,7,7,5,0,5,0,0,2.2173112081363797
road_building_on,235,3,0,7,7,5,0,5,0,0,2.2619078755378723
road_building_off,236,0,0,8,6,3,2,5,0,0,1.5658569168299437
road_building_on,236,0,0,8,6,3,2,5,0,0,1.6069092499092221
road_building_off,237,1,0,8,10,4,1,4,0,0,2.7513778749853373
road_building_on,237,1,0,8,10,4,1,4,0,0,2.772296375595033
road_building_off,238,2,1,10,10,4,1,6,1,0,1.712380957789719
road_building_on,238,2,1,10,10,4,1,6,1,0,1.7085984591394663
road_building_off,239,3,1,10,9,4,2,8,0,0,1.7495124163106084
road_building_on,239,3,1,10,9,4,2,8,0,0,1.7575126672163606
road_building_off,240,0,1,10,8,3,2,7,0,0,1.7921184999868274
road_building_on,240,0,1,10,8,3,2,7,0,0,1.7619195831939578
road_building_off,241,1,0,6,10,5,0,5,0,0,2.3197773322463036
road_building_on,241,1,0,6,10,5,0,5,0,0,2.3173684999346733
road_building_off,242,2,1,10,11,5,2,5,0,0,2.110638750717044
road_building_on,242,2,1,10,11,5,2,5,0,0,2.098244583234191
road_building_off,243,3,1,10,8,2,3,4,0,0,1.9811307080090046
road_building_on,243,3,1,10,15,4,2,2,1,0,3.2336313743144274
road_building_off,244,0,0,9,4,0,4,3,0,0,1.4007294997572899
road_building_on,244,0,0,8,6,1,3,1,0,0,1.0367113752290606
road_building_off,245,1,1,10,11,5,2,3,0,0,2.295060916803777
road_building_on,245,1,0,9,5,0,4,4,0,0,2.5504906671121716
road_building_off,246,2,1,10,11,5,2,4,0,0,2.897752500139177
road_building_on,246,2,1,10,11,5,2,4,0,0,2.8699406245723367
road_building_off,247,3,0,9,13,5,2,1,0,0,2.928968000225723
road_building_on,247,3,0,9,13,5,2,1,0,0,2.880925916135311
road_building_off,248,0,1,10,9,2,3,0,1,0,1.2218168750405312
road_building_on,248,0,1,10,9,2,3,0,1,0,1.6042433334514499
road_building_off,249,1,0,5,4,3,1,7,0,0,1.9511948749423027
road_building_on,249,1,1,10,9,4,3,6,0,0,2.6406810004264116
road_building_off,250,2,0,9,8,2,3,3,0,0,2.134314208291471
road_building_on,250,2,0,9,8,2,3,3,0,0,2.1560389157384634
road_building_off,251,3,0,8,9,4,1,7,0,0,3.127650499343872
road_building_on,251,3,0,9,9,2,3,5,0,0,3.9104534992948174
road_building_off,252,0,0,7,3,1,2,7,0,0,1.8266469165682793
road_building_on,252,0,0,7,3,1,2,7,0,0,1.8494484163820744
road_building_off,253,1,0,3,9,1,1,4,0,0,1.3894097907468677
road_building_on,253,1,0,3,9,1,1,4,0,0,1.3744409587234259
road_building_off,254,2,0,8,8,2,3,1,0,0,2.525189542211592
road_building_on,254,2,0,8,8,2,3,1,0,0,2.5026757093146443
road_building_off,255,3,0,9,8,4,2,5,0,0,2.081122583709657
road_building_on,255,3,0,9,8,4,2,5,0,0,2.0835904590785503
road_building_off,256,0,1,10,14,5,1,4,1,0,1.9782767500728369
road_building_on,256,0,1,10,14,5,1,4,1,0,1.972317042760551
road_building_off,257,1,1,10,7,2,4,2,0,0,1.1783778332173824
road_building_on,257,1,1,10,7,2,4,2,0,0,1.255287291482091
road_building_off,258,2,1,10,10,3,3,4,0,0,2.401771957986057
road_building_on,258,2,0,8,10,5,1,5,0,0,1.8458862071856856
road_building_off,259,3,1,10,8,3,3,2,0,0,2.0935920402407646
road_building_on,259,3,1,10,8,3,3,2,0,0,2.1233993340283632
road_building_off,260,0,0,6,8,4,1,3,0,0,1.8285487927496433
road_building_on,260,0,0,6,8,4,1,3,0,0,1.9048553751781583
road_building_off,261,1,0,4,8,4,0,0,0,0,0.8755037905648351
road_building_on,261,1,0,4,8,4,0,0,0,0,0.8770745415240526
road_building_off,262,2,0,7,4,1,3,3,0,0,2.163761166855693
road_building_on,262,2,0,7,4,1,3,3,0,0,2.117494374513626
road_building_off,263,3,0,5,4,2,1,4,0,0,1.3384075406938791
road_building_on,263,3,0,5,4,2,1,4,0,0,1.32132404204458
road_building_off,264,0,0,6,11,5,0,6,0,0,2.7623897921293974
road_building_on,264,0,0,6,11,5,0,6,0,0,2.74129004124552
road_building_off,265,1,0,9,14,5,1,2,1,0,1.9618365410715342
road_building_on,265,1,0,9,14,5,1,2,1,0,1.9561188342049718
road_building_off,266,2,0,9,13,4,2,4,0,0,2.7354606660082936
road_building_on,266,2,0,9,13,4,2,4,0,0,2.7239679163321853
road_building_off,267,3,1,10,8,4,1,2,1,0,1.0593707906082273
road_building_on,267,3,1,10,8,4,1,2,1,0,1.096456834115088
road_building_off,268,0,0,8,9,3,2,4,0,0,2.3081096252426505
road_building_on,268,0,0,8,9,3,2,4,0,0,2.4842694578692317
road_building_off,269,1,0,7,7,3,1,5,0,0,2.219196917489171
road_building_on,269,1,0,7,6,1,3,4,0,0,2.009084166958928
road_building_off,270,2,1,10,15,4,2,3,1,0,2.596661708317697
road_building_on,270,2,1,10,15,4,2,3,1,0,2.7323165414854884
road_building_off,271,3,1,10,12,5,1,3,1,0,2.82959783449769
road_building_on,271,3,1,10,12,5,1,3,1,0,2.7255394998937845
road_building_off,272,0,0,9,8,2,3,4,0,0,2.4338207077234983
road_building_on,272,0,1,10,9,2,4,0,0,0,1.8402846660465002
road_building_off,273,1,0,9,15,5,1,2,1,0,2.602003709413111
road_building_on,273,1,0,9,15,5,1,2,1,0,2.5406489595770836
road_building_off,274,2,0,9,9,5,2,1,0,0,2.0506480000913143
road_building_on,274,2,0,9,9,5,2,1,0,0,2.0515765827149153
road_building_off,275,3,0,9,8,3,2,3,0,0,1.9129520002752542
road_building_on,275,3,0,9,8,3,2,3,0,0,1.7207577507942915
road_building_off,276,0,1,10,9,5,1,5,0,0,1.5138596668839455
road_building_on,276,0,1,10,9,5,1,5,0,0,1.5774956671521068
road_building_off,277,1,0,8,13,5,0,3,1,0,2.4468827499076724
road_building_on,277,1,0,8,13,5,0,3,1,0,2.450800124555826
road_building_off,278,2,0,9,4,0,4,6,0,0,2.1647470416501164
road_building_on,278,2,0,9,4,0,4,6,0,0,2.1537147499620914
road_building_off,279,3,0,8,10,5,1,6,0,0,2.7475484581664205
road_building_on,279,3,0,5,7,4,0,3,0,0,1.5712314583361149
road_building_off,280,0,0,6,6,3,1,3,0,0,1.1181790828704834
road_building_on,280,0,0,6,6,3,1,3,0,0,1.1234793337062001
road_building_off,281,1,1,10,8,2,3,6,0,0,2.563547915779054
road_building_on,281,1,1,10,8,2,3,6,0,0,2.5192125402390957
road_building_off,282,2,1,10,7,1,4,3,0,0,1.873756917193532
road_building_on,282,2,1,10,7,1,4,3,0,0,1.8816753746941686
road_building_off,283,3,0,7,7,2,2,3,0,0,1.4325136672705412
road_building_on,283,3,0,7,7,2,2,3,0,0,2.948190249502659
road_building_off,284,0,0,6,6,2,2,1,0,0,1.3943013744428754
road_building_on,284,0,0,6,6,2,2,1,0,0,1.335815541446209
road_building_off,285,1,0,4,3,2,1,2,0,0,1.2879357915371656
road_building_on,285,1,0,4,3,2,1,2,0,0,1.3123876247555017
road_building_off,286,2,1,10,14,4,2,3,1,0,3.15115312486887
road_building_on,286,2,1,10,14,4,2,3,1,0,3.1347409170120955
road_building_off,287,3,1,10,9,2,3,3,1,0,2.4548562075942755
road_building_on,287,3,1,10,9,2,3,3,1,0,2.2912295842543244
road_building_off,288,0,0,3,3,3,0,5,0,0,1.4745092503726482
road_building_on,288,0,0,3,3,3,0,5,0,0,1.4947628742083907
road_building_off,289,1,1,10,13,3,3,4,0,0,3.0842042919248343
road_building_on,289,1,0,9,11,4,2,4,0,0,2.194296084344387
road_building_off,290,2,0,7,10,3,1,5,1,0,1.6667967503890395
road_building_on,290,2,0,7,10,3,1,5,1,0,1.6747441673651338
road_building_off,291,3,0,8,9,3,2,5,0,0,2.710312499664724
road_building_on,291,3,0,8,9,3,2,5,0,0,2.741757125593722
road_building_off,292,0,0,8,8,1,3,7,0,0,2.1576400427147746
road_building_on,292,0,0,8,8,1,3,7,0,0,2.1478183744475245
road_building_off,293,1,0,9,12,5,1,0,1,0,2.040833916515112
road_building_on,293,1,0,9,12,5,1,0,1,0,2.0031082089990377
road_building_off,294,2,0,8,10,1,3,4,0,0,2.155572750605643
road_building_on,294,2,0,8,10,1,3,4,0,0,2.1255494160577655
road_building_off,295,3,0,6,9,4,1,6,0,0,2.1326262913644314
road_building_on,295,3,0,6,9,4,1,6,0,0,2.1305676670745015
road_building_off,296,0,1,10,6,2,3,4,0,0,1.163494042120874
road_building_on,296,0,1,10,6,2,3,4,0,0,1.1682885000482202
road_building_off,297,1,1,10,12,4,2,9,0,0,3.757215959019959
road_building_on,297,1,1,10,12,4,2,9,0,0,3.797685499303043
road_building_off,298,2,0,9,9,1,4,6,0,0,1.6278568338602781
road_building_on,298,2,0,9,9,1,4,6,0,0,1.6256027081981301
road_building_off,299,3,0,8,12,5,1,2,0,0,2.33184012491256
road_building_on,299,3,0,8,12,5,1,2,0,0,2.129461375065148
road_building_off,300,0,0,9,5,1,3,5,0,0,1.8277153326198459
road_building_on,300,0,0,9,5,1,3,5,0,0,2.2728711664676666
road_building_off,301,1,0,5,12,5,0,0,0,0,3.177908416837454
road_building_on,301,1,0,5,12,5,0,0,0,0,2.456085667014122
road_building_off,302,2,0,5,4,4,0,4,0,0,1.6478971252217889
road_building_on,302,2,0,5,4,4,0,4,0,0,1.5989249153062701
road_building_off,303,3,1,10,9,2,3,2,1,0,1.5693520000204444
road_building_on,303,3,1,10,9,2,3,2,1,0,1.5927790831774473
road_building_off,304,0,1,11,12,5,0,7,1,0,1.9116042079403996
road_building_on,304,0,1,11,12,5,0,7,1,0,1.9258185839280486
road_building_off,305,1,1,10,9,2,3,5,0,0,1.8133927918970585
road_building_on,305,1,1,10,9,2,3,5,0,0,1.8724819999188185
road_building_off,306,2,0,7,7,5,0,7,0,0,2.088657165877521
road_building_on,306,2,0,7,7,5,0,7,0,0,2.153780416585505
road_building_off,307,3,1,10,10,4,1,5,1,0,3.386804166249931
road_building_on,307,3,1,10,10,4,1,5,1,0,3.0639791255816817
road_building_off,308,0,1,10,14,1,3,2,1,0,3.4338521668687463
road_building_on,308,0,1,10,14,1,3,2,1,0,3.045828458853066
road_building_off,309,1,1,10,13,3,2,5,1,0,2.4067762503400445
road_building_on,309,1,0,8,11,4,2,5,0,0,2.7137994589284062
road_building_off,310,2,0,9,7,0,4,7,0,0,2.4681916255503893
road_building_on,310,2,0,9,6,0,4,7,0,0,3.5880802497267723
road_building_off,311,3,0,7,6,0,3,3,0,0,2.6498682079836726
road_building_on,311,3,0,7,6,0,3,3,0,0,2.4598570419475436
road_building_off,312,0,0,5,7,4,0,2,0,0,0.8245081258937716
road_building_on,312,0,0,5,7,4,0,2,0,0,0.8214119579643011
road_building_off,313,1,0,6,2,0,2,8,0,0,1.325363709591329
road_building_on,313,1,1,10,10,4,2,6,0,0,1.887143125757575
road_building_off,314,2,0,7,11,5,0,7,1,0,1.935297042131424
road_building_on,314,2,0,7,11,5,0,7,1,0,2.1447591250762343
road_building_off,315,3,1,10,13,4,2,2,1,0,2.4495589155703783
road_building_on,315,3,1,10,13,4,2,2,1,0,2.498058333992958
road_building_off,316,0,1,10,10,2,3,3,1,0,1.4145392505452037
road_building_on,316,0,1,10,10,2,3,3,1,0,1.5186338750645518
road_building_off,317,1,0,8,6,2,3,5,0,0,1.590611707419157
road_building_on,317,1,0,8,6,2,3,5,0,0,1.5528680002316833
road_building_off,318,2,0,3,4,2,0,4,0,0,1.2609218321740627
road_building_on,318,2,0,3,4,2,0,4,0,0,1.2689455412328243
road_building_off,319,3,0,6,15,5,0,4,0,0,2.0806065825745463
road_building_on,319,3,0,7,15,5,0,5,0,0,2.1615310832858086
road_building_off,320,0,1,10,9,4,1,7,1,0,1.658282833173871
road_building_on,320,0,1,10,9,4,1,7,1,0,1.6719544995576143
road_building_off,321,1,0,9,9,5,1,4,0,0,1.530513291247189
road_building_on,321,1,0,9,9,5,1,4,0,0,1.5257012080401182
road_building_off,322,2,1,10,15,5,1,6,0,0,3.0012293746694922
road_building_on,322,2,1,10,15,5,1,6,0,0,3.007810457609594
road_building_off,323,3,1,10,9,4,1,4,1,0,1.4647446246817708
road_building_on,323,3,1,10,9,4,1,4,1,0,1.4699291251599789
road_building_off,324,0,1,10,10,3,2,4,1,0,1.7491335002705455
road_building_on,324,0,1,10,14,4,2,2,1,0,3.4511504154652357
road_building_off,325,1,1,10,12,4,2,2,1,0,2.3098266255110502
road_building_on,325,1,1,10,10,5,1,2,1,0,1.6160078756511211
road_building_off,326,2,1,10,9,5,1,2,1,0,1.4168816255405545
road_building_on,326,2,1,10,9,5,1,2,1,0,1.4120886670425534
road_building_off,327,3,0,6,8,0,3,4,0,0,1.6941014574840665
road_building_on,327,3,0,6,8,0,3,4,0,0,1.7005802923813462
road_building_off,328,0,0,3,7,3,0,4,0,0,1.2943854574114084
road_building_on,328,0,0,3,7,3,0,4,0,0,1.285605582408607
road_building_off,329,1,0,3,4,3,0,6,0,0,2.485838041640818
road_building_on,329,1,0,3,5,3,0,7,0,0,2.3675975846126676
road_building_off,330,2,0,4,2,2,0,6,0,0,1.576058791950345
road_building_on,330,2,0,4,2,2,0,6,0,0,1.6025574998930097
road_building_off,331,3,1,10,10,3,3,2,0,0,2.075509208254516
road_building_on,331,3,1,10,10,3,3,2,0,0,2.0707544991746545
road_building_off,332,0,1,10,10,4,2,10,0,0,2.047672209329903
road_building_on,332,0,1,10,10,4,2,10,0,0,2.046687500551343
road_building_off,333,1,1,10,14,1,3,1,1,0,2.1192722925916314
road_building_on,333,1,1,10,14,1,3,1,1,0,2.1554132495075464
road_building_off,334,2,0,8,8,3,2,4,0,0,2.1803311249241233
road_building_on,334,2,0,8,8,3,2,4,0,0,2.1397786242887378
road_building_off,335,3,1,10,7,4,1,5,1,0,1.232473125681281
road_building_on,335,3,1,10,9,4,1,4,1,0,1.6143974578008056
road_building_off,336,0,1,10,12,5,1,3,1,0,1.8809092501178384
road_building_on,336,0,1,10,12,5,1,3,1,0,1.9217375423759222
road_building_off,337,1,1,10,9,2,4,5,0,0,1.5906770825386047
road_building_on,337,1,1,10,9,2,4,4,0,0,1.8377622915431857
road_building_off,338,2,1,11,14,2,3,3,1,0,2.6710904594510794
road_building_on,338,2,1,11,14,2,3,3,1,0,2.64340699929744
road_building_off,339,3,0,9,8,1,4,3,0,0,2.577353499829769
road_building_on,339,3,1,10,11,4,2,1,1,0,1.9654365833848715
road_building_off,340,0,1,10,6,0,4,2,0,0,1.3040467500686646
road_building_on,340,0,1,10,6,0,4,2,0,0,1.303723250515759
road_building_off,341,1,1,10,7,3,1,4,1,0,0.7733529573306441
road_building_on,341,1,1,10,7,3,1,4,1,0,0.8241670839488506
road_building_off,342,2,1,10,9,2,3,3,1,0,1.843314416706562
road_building_on,342,2,0,7,9,3,2,4,0,0,1.7659662496298552
road_building_off,343,3,1,10,11,4,2,3,1,0,1.4327648747712374
road_building_on,343,3,1,10,13,4,2,2,1,0,1.7011557081714272
road_building_off,344,0,1,10,5,1,3,5,0,0,1.3968276251107454
road_building_on,344,0,1,10,5,1,3,5,0,0,1.4059026669710875
road_building_off,345,1,0,5,3,0,2,5,0,0,1.1803944166749716
road_building_on,345,1,0,5,3,0,2,5,0,0,1.1879971669986844
road_building_off,346,2,1,10,8,4,3,0,0,0,1.8275440419092774
road_building_on,346,2,1,10,8,4,3,0,0,0,1.8199059581384063
road_building_off,347,3,0,8,13,4,1,2,1,0,2.9346331665292382
road_building_on,347,3,0,8,13,4,1,2,1,0,2.807767875492573
road_building_off,348,0,0,6,7,4,1,3,0,0,2.085783625021577
road_building_on,348,0,0,6,7,4,1,3,0,0,2.075749999843538
road_building_off,349,1,0,6,12,3,1,5,0,0,2.402019334025681
road_building_on,349,1,0,6,12,3,1,5,0,0,3.2278839582577348
road_building_off,350,2,0,7,11,5,0,5,0,0,2.062211750075221
road_building_on,350,2,0,7,11,5,0,5,0,0,2.0751081248745322
road_building_off,351,3,0,8,7,3,2,5,0,0,2.301255375146866
road_building_on,351,3,0,8,7,3,2,5,0,0,2.275734582915902
road_building_off,352,0,0,5,5,2,1,5,0,0,1.1666050422936678
road_building_on,352,0,0,5,5,2,1,5,0,0,1.1523007918149233
road_building_off,353,1,0,5,8,4,0,4,0,0,1.1588399996981025
road_building_on,353,1,0,5,8,4,0,4,0,0,1.195274332538247
road_building_off,354,2,0,4,5,4,0,0,0,0,1.1815669173374772
road_building_on,354,2,0,4,5,4,0,0,0,0,1.1586724165827036
road_building_off,355,3,0,6,9,5,0,3,0,0,1.9201052086427808
road_building_on,355,3,0,6,9,5,0,3,0,0,1.8566469168290496
road_building_off,356,0,1,10,8,1,3,3,1,0,1.0518542928621173
road_building_on,356,0,1,10,9,5,1,3,1,0,1.7192791244015098
road_building_off,357,1,1,10,9,3,2,4,1,0,1.5750226248055696
road_building_on,357,1,1,10,9,3,2,4,1,0,1.5554466247558594
road_building_off,358,2,1,10,14,5,1,4,1,0,2.4956489577889442
road_building_on,358,2,1,10,14,5,1,4,1,0,2.582878458313644
road_building_off,359,3,1,10,8,4,1,7,0,0,1.85698158480227
road_building_on,359,3,1,10,11,4,2,6,0,0,2.9955682093277574
road_building_off,360,0,1,10,8,1,4,4,0,0,2.3265553331002593
road_building_on,360,0,1,10,8,1,4,4,0,0,3.7878321250900626
road_building_off,361,1,0,10,11,5,1,2,1,0,2.096754875034094
road_building_on,361,1,0,10,11,5,1,2,1,0,2.062911625020206
road_building_off,362,2,1,10,7,5,1,8,0,0,2.0201401254162192
road_building_on,362,2,1,10,7,5,1,8,0,0,1.925448540598154
road_building_off,363,3,0,5,3,2,1,4,0,0,1.1339321257546544
road_building_on,363,3,0,6,5,3,1,3,0,0,1.142551250755787
road_building_off,364,0,1,10,11,4,1,3,1,0,2.4909715419635177
road_building_on,364,0,1,10,11,4,1,3,1,0,2.5014004996046424
road_building_off,365,1,1,10,11,5,1,4,1,0,2.450684958137572
road_building_on,365,1,1,10,15,4,2,4,1,0,2.6799960006028414
road_building_off,366,2,0,7,5,0,3,1,0,0,0.9080742504447699
road_building_on,366,2,0,7,5,0,3,1,0,0,0.9022364169359207
road_building_off,367,3,1,10,13,5,1,3,1,0,2.151568208821118
road_building_on,367,3,1,10,14,5,1,1,1,0,1.4933363748714328
road_building_off,368,0,1,10,9,3,2,1,1,0,0.7084192503243685
road_building_on,368,0,1,10,9,3,2,1,1,0,0.7148896660655737
road_building_off,369,1,0,7,15,5,0,2,1,0,2.6858350839465857
road_building_on,369,1,0,7,15,5,0,2,1,0,2.6960427910089493
road_building_off,370,2,1,10,8,1,4,5,0,0,2.496544166468084
road_building_on,370,2,1,10,8,1,4,5,0,0,2.4368514576926827
road_building_off,371,3,0,8,6,1,3,4,0,0,1.3906310005113482
road_building_on,371,3,0,8,6,1,3,4,0,0,1.3981541246175766
road_building_off,372,0,0,9,6,1,4,1,0,0,1.9013912081718445
road_building_on,372,0,0,9,6,1,4,1,0,0,1.8515457920730114
road_building_off,373,1,0,8,15,5,0,4,1,0,2.433894040994346
road_building_on,373,1,0,7,11,5,0,7,1,0,3.57619820907712
road_building_off,374,2,0,5,14,3,0,3,1,0,1.646517083980143
road_building_on,374,2,0,5,14,3,0,3,1,0,1.6839882927015424
road_building_off,375,3,1,10,7,3,2,7,0,0,2.0566913336515427
road_building_on,375,3,1,10,9,1,3,1,1,0,1.5812692493200302
road_building_off,376,0,1,10,9,4,2,5,0,0,2.5142596252262592
road_building_on,376,0,1,10,9,4,2,5,0,0,2.430594624951482
road_building_off,377,1,0,5,3,1,2,2,0,0,1.917446625418961
road_building_on,377,1,0,6,7,4,1,2,0,0,2.0588338747620583
road_building_off,378,2,0,8,6,2,2,2,0,0,1.3029208751395345
road_building_on,378,2,0,8,6,2,2,2,0,0,1.2994409166276455
road_building_off,379,3,0,9,11,4,2,3,0,0,2.1959854997694492
road_building_on,379,3,0,9,11,4,2,3,0,0,2.1970857502892613
road_building_off,380,0,1,10,12,3,3,6,0,0,2.4616197496652603
road_building_on,380,0,1,10,10,5,1,6,0,0,2.3296748753637075
road_building_off,381,1,0,6,4,2,2,2,0,0,1.4199767503887415
road_building_on,381,1,0,6,4,2,2,2,0,0,1.408711874857545
road_building_off,382,2,0,8,8,2,3,1,0,0,1.1194399995729327
road_building_on,382,2,0,8,8,2,3,1,0,0,1.1172259170562029
road_building_off,383,3,1,10,12,4,3,4,0,0,2.6507209166884422
road_building_on,383,3,1,10,12,4,3,4,0,0,2.6309157088398933
road_building_off,384,0,1,10,12,2,4,2,0,0,2.3694586250931025
road_building_on,384,0,1,10,12,2,4,2,0,0,2.419418750330806
road_building_off,385,1,1,10,11,4,1,4,1,0,1.451353708282113
road_building_on,385,1,1,10,11,4,1,4,1,0,1.403477749787271
road_building_off,386,2,1,10,15,4,2,2,1,0,2.617215832695365
road_building_on,386,2,1,10,15,4,2,2,1,0,2.449461666867137
road_building_off,387,3,0,9,7,1,4,3,0,0,2.6853821659460664
road_building_on,387,3,0,9,7,1,4,3,0,0,2.6955342078581452
road_building_off,388,0,0,5,9,3,1,3,0,0,1.5124120842665434
road_building_on,388,0,0,5,9,3,1,3,0,0,1.531037375330925
road_building_off,389,1,1,10,10,4,1,6,1,0,1.979133915156126
road_building_on,389,1,1,10,10,4,1,6,1,0,2.006243041716516
road_building_off,390,2,0,6,10,4,1,3,0,0,2.084131165407598
road_building_on,390,2,0,8,13,4,2,4,0,0,2.253395790234208
road_building_off,391,3,0,5,10,5,0,3,0,0,1.6425707079470158
road_building_on,391,3,0,5,10,5,0,3,0,0,1.6432301253080368
road_building_off,392,0,1,10,10,2,4,4,0,0,3.0848736660555005
road_building_on,392,0,1,10,6,1,4,4,0,0,4.9781187092885375
road_building_off,393,1,1,10,14,4,1,7,1,0,3.2154342914000154
road_building_on,393,1,1,10,14,4,1,7,1,0,3.2205440001562238
road_building_off,394,2,1,10,10,4,2,1,1,0,1.7057522926479578
road_building_on,394,2,1,10,10,4,2,1,1,0,1.696122375316918
road_building_off,395,3,1,10,12,4,1,3,1,0,2.345344291999936
road_building_on,395,3,1,10,12,4,1,3,1,0,2.341324834153056
road_building_off,396,0,1,10,8,2,3,7,0,0,2.3684036256745458
