seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
162,2,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,1.5944480411708355,1.597128459252417,0.0026804180815815926
163,3,0,0,0,9,9,0,8,8,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,2.0034177927300334,1.9934089165180922,-0.010008876211941242
164,0,0,0,0,5,5,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.1818762924522161,1.1922482075169683,0.010371915064752102
165,1,0,0,0,4,4,0,3,6,3,1,3,2,1,0,-1,7,5,-2,0,0,0,0,0,0,1.562458791770041,1.2749895425513387,-0.2874692492187023
166,2,0,0,0,9,9,0,11,11,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.5454229582101107,2.537893833592534,-0.007529124617576599
167,3,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,6,6,0,0,0,0,0,0,0,2.7150270845741034,2.7315624579787254,0.016535373404622078
168,0,0,0,0,8,8,0,3,8,5,0,2,2,3,3,0,7,4,-3,0,0,0,0,0,0,1.728984790854156,6.995042750611901,5.266057959757745
169,1,0,0,0,2,2,0,11,11,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1.2335830833762884,1.234272874891758,0.0006897915154695511
170,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.9343347093090415,1.9381691673770547,0.0038344580680131912
171,3,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,4,4,0,0,0,0,0,0,0,1.8743722904473543,1.8325124578550458,-0.04185983259230852
172,0,1,1,0,10,10,0,13,13,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.8601484997197986,1.8581694578751922,-0.0019790418446063995
173,1,0,0,0,6,6,0,5,5,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1.940982417203486,1.9425980001688004,0.0016155829653143883
174,2,0,0,0,6,6,0,6,6,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.8800214165821671,0.9000289160758257,0.020007499493658543
175,3,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,2.4124022498726845,2.4404387501999736,0.028036500327289104
176,0,1,1,0,10,10,0,12,12,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,1.6348780831322074,1.655904040671885,0.02102595753967762
177,1,0,0,0,8,8,0,11,11,0,5,5,0,1,1,0,3,3,0,0,0,0,0,0,0,2.168458624742925,2.180508124642074,0.012049499899148941
178,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.2193517088890076,2.2068186663091183,-0.012533042579889297
179,3,1,1,0,10,10,0,7,7,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,1.2332190424203873,1.2583837918937206,0.02516474947333336
180,0,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,2.0246873749420047,2.028403707779944,0.0037163328379392624
181,1,1,0,-1,10,7,-3,8,8,0,1,5,4,4,0,-4,7,4,-3,0,0,0,0,0,0,2.7786015840247273,2.3389342920854688,-0.4396672919392586
182,2,1,1,0,11,11,0,14,14,0,4,4,0,2,2,0,4,4,0,1,1,0,0,0,0,2.2912089582532644,2.254189083352685,-0.03701987490057945
183,3,1,1,0,10,10,0,15,15,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.362947417423129,2.3428429160267115,-0.020104501396417618
184,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,7,7,0,1,1,0,0,0,0,2.467058042064309,2.4689350835978985,0.001877041533589363
185,1,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.346455500461161,2.4011796675622463,0.054724167101085186
186,2,0,0,0,4,6,2,3,9,6,3,5,2,0,0,0,3,2,-1,0,0,0,0,0,0,1.3766811657696962,1.7395464992150664,0.3628653334453702
187,3,1,1,0,10,10,0,12,12,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.4737080419436097,2.4597859168425202,-0.013922125101089478
188,0,0,0,0,7,7,0,6,6,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,1.5271328333765268,1.5205048751085997,-0.00662795826792717
189,1,1,0,-1,10,8,-2,7,9,2,1,3,2,4,2,-2,2,2,0,0,0,0,0,0,0,2.1422782503068447,2.225251958705485,0.08297370839864016
190,2,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,1.5379844587296247,1.5348471654579043,-0.0031372932717204094
191,3,0,0,0,6,6,0,4,4,0,1,1,0,2,2,0,5,5,0,0,0,0,0,0,0,2.345152792520821,2.345875833183527,0.0007230406627058983
192,0,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.1468147914856672,2.1271508745849133,-0.019663916900753975
193,1,0,0,0,7,9,2,13,15,2,5,4,-1,0,1,1,7,8,1,1,1,0,0,0,0,2.0687877079471946,2.5439663333818316,0.47517862543463707
194,2,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.4362363331019878,1.4546803338453174,0.018444000743329525
195,3,0,0,0,5,5,0,10,10,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.6689267503097653,1.6618649158626795,-0.007061834447085857
196,0,0,0,0,6,6,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0.9112619170919061,0.9141180412843823,0.0028561241924762726
197,1,0,0,0,7,7,0,7,7,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.512101124972105,2.515443875454366,0.003342750482261181
198,2,0,0,0,7,7,0,14,14,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.212706250138581,2.2594718746840954,0.046765624545514584
199,3,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,7,7,0,0,0,0,0,0,0,2.7409789161756635,2.631121000275016,-0.10985791590064764
200,0,0,1,1,8,10,2,11,14,3,3,5,2,2,2,0,3,3,0,0,0,0,0,0,0,2.632857375778258,3.607598874717951,0.974741498939693
201,1,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,1.5161377917975187,1.4735995838418603,-0.042538207955658436
202,2,1,1,0,10,10,0,12,14,2,4,4,0,2,2,0,5,4,-1,1,1,0,0,0,0,2.992735084146261,11.46820387430489,8.47546879015863
203,3,1,1,0,10,10,0,13,13,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,2.4573937924578786,2.4230612087994814,-0.0343325836583972
204,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,1.255758292041719,1.2415024163201451,-0.01425587572157383
205,1,1,1,0,10,10,0,10,10,0,5,5,0,1,1,0,1,1,0,1,1,0,0,0,0,1.4814942078664899,1.4765602080151439,-0.004933999851346016
206,2,1,1,0,10,10,0,14,13,-1,1,2,1,3,3,0,3,4,1,1,0,-1,0,0,0,2.3197122495621443,3.0759632913395762,0.756251041777432
207,3,0,0,0,8,8,0,9,9,0,5,5,0,1,1,0,8,8,0,0,0,0,0,0,0,2.6124087078496814,2.710841457359493,0.0984327495098114
208,0,0,0,0,7,9,2,11,8,-3,3,1,-2,2,4,2,2,1,-1,0,0,0,0,0,0,1.9163470827043056,2.901465082541108,0.9851179998368025
209,1,0,0,0,7,7,0,9,9,0,1,1,0,2,2,0,3,3,0,0,0,0,0,0,0,2.3459393745288253,2.3584366673603654,0.012497292831540108
210,2,0,0,0,9,9,0,7,7,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1.9581819996237755,1.9029357079416513,-0.05524629168212414
211,3,0,0,0,5,5,0,3,3,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,1.8693242920562625,1.8438969999551773,-0.025427292101085186
212,0,0,0,0,5,8,3,4,9,5,3,4,1,1,2,1,5,4,-1,0,0,0,0,0,0,1.016016874462366,4.062276417389512,3.046259542927146
213,1,0,0,0,8,7,-1,10,6,-4,4,3,-1,1,1,0,5,6,1,0,0,0,0,0,0,2.150417792610824,1.8614441668614745,-0.2889736257493496
214,2,0,0,0,7,7,0,8,8,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,1.621255625039339,1.57859908323735,-0.04265654180198908
215,3,0,0,0,5,5,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.3334212508052588,1.3092838749289513,-0.024137375876307487
216,0,0,0,0,8,8,0,11,11,0,5,5,0,1,1,0,5,5,0,0,0,0,0,0,0,1.679311292245984,1.7484393753111362,0.06912808306515217
217,1,0,0,0,6,6,0,7,7,0,4,4,0,1,1,0,2,2,0,0,0,0,0,0,0,1.6753672072663903,1.7248529577627778,0.04948575049638748
218,2,1,1,0,10,10,0,6,6,0,1,1,0,4,4,0,7,7,0,0,0,0,0,0,0,2.035991083830595,1.9486964158713818,-0.08729466795921326
219,3,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,5,5,0,0,0,0,0,0,0,1.7301023323088884,2.0118917925283313,0.28178946021944284
220,0,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.527823499403894,2.517079791985452,-0.010743707418441772
221,1,0,0,0,8,8,0,10,10,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1.4894810002297163,1.4689486250281334,-0.02053237520158291
222,2,1,1,0,10,10,0,7,7,0,1,1,0,3,3,0,6,6,0,0,0,0,0,0,0,1.7446152921766043,1.7426262507215142,-0.001989041455090046
223,3,0,0,0,7,7,0,13,13,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,1.9443214172497392,1.9413932915776968,-0.00292812567204237
224,0,1,1,0,11,10,-1,15,10,-5,3,5,2,3,2,-1,3,4,1,1,0,-1,0,0,0,2.3538233330473304,2.5609937077388167,0.20717037469148636
225,1,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,6,6,0,0,0,0,0,0,0,1.3419038327410817,1.3354252921417356,-0.006478540599346161
226,2,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.462496416643262,1.4802501667290926,0.01775375008583069
227,3,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,1.6382459169253707,1.7244552923366427,0.08620937541127205
228,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,6,6,0,1,1,0,0,0,0,2.7317761676386,2.804120499640703,0.07234433200210333
229,1,0,0,0,9,9,0,7,7,0,3,3,0,2,2,0,6,6,0,0,0,0,0,0,0,2.1749888751655817,2.143283374607563,-0.031705500558018684
230,2,0,0,0,4,4,0,6,6,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1.0767350001260638,1.0706989588215947,-0.006036041304469109
231,3,1,1,0,10,10,0,10,10,0,5,5,0,2,2,0,2,2,0,0,0,0,0,0,0,2.5242498330771923,2.5653772074729204,0.04112737439572811
232,0,1,1,0,10,10,0,9,9,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,2.1995057919993997,2.208546749316156,0.009040957316756248
233,1,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,1.6810628324747086,1.7181652504950762,0.03710241802036762
234,2,1,1,0,11,11,0,10,10,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0,0,1.8031044164672494,1.8595163747668266,0.056411958299577236
235,3,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.2173112081363797,2.2619078755378723,0.044596667401492596
236,0,0,0,0,8,8,0,6,6,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,1.5658569168299437,1.6069092499092221,0.04105233307927847
237,1,0,0,0,8,8,0,10,10,0,4,4,0,1,1,0,4,4,0,0,0,0,0,0,0,2.7513778749853373,2.772296375595033,0.02091850060969591
238,2,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.712380957789719,1.7085984591394663,-0.003782498650252819
239,3,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,8,8,0,0,0,0,0,0,0,1.7495124163106084,1.7575126672163606,0.008000250905752182
240,0,1,1,0,10,10,0,8,8,0,3,3,0,2,2,0,7,7,0,0,0,0,0,0,0,1.7921184999868274,1.7619195831939578,-0.030198916792869568
241,1,0,0,0,6,6,0,10,10,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.3197773322463036,2.3173684999346733,-0.002408832311630249
242,2,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,5,5,0,0,0,0,0,0,0,2.110638750717044,2.098244583234191,-0.012394167482852936
243,3,1,1,0,10,10,0,8,15,7,2,4,2,3,2,-1,4,2,-2,0,1,1,0,0,0,1.9811307080090046,3.2336313743144274,1.2525006663054228
244,0,0,0,0,9,8,-1,4,6,2,0,1,1,4,3,-1,3,1,-2,0,0,0,0,0,0,1.4007294997572899,1.0367113752290606,-0.36401812452822924
245,1,1,0,-1,10,9,-1,11,5,-6,5,0,-5,2,4,2,3,4,1,0,0,0,0,0,0,2.295060916803777,2.5504906671121716,0.25542975030839443
246,2,1,1,0,10,10,0,11,11,0,5,5,0,2,2,0,4,4,0,0,0,0,0,0,0,2.897752500139177,2.8699406245723367,-0.027811875566840172
247,3,0,0,0,9,9,0,13,13,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,2.928968000225723,2.880925916135311,-0.04804208409041166
248,0,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,0,0,0,1,1,0,0,0,0,1.2218168750405312,1.6042433334514499,0.3824264584109187
249,1,0,1,1,5,10,5,4,9,5,3,4,1,1,3,2,7,6,-1,0,0,0,0,0,0,1.9511948749423027,2.6406810004264116,0.6894861254841089
250,2,0,0,0,9,9,0,8,8,0,2,2,0,3,3,0,3,3,0,0,0,0,0,0,0,2.134314208291471,2.1560389157384634,0.021724707446992397
251,3,0,0,0,8,9,1,9,9,0,4,2,-2,1,3,2,7,5,-2,0,0,0,0,0,0,3.127650499343872,3.9104534992948174,0.7828029999509454
252,0,0,0,0,7,7,0,3,3,0,1,1,0,2,2,0,7,7,0,0,0,0,0,0,0,1.8266469165682793,1.8494484163820744,0.02280149981379509
253,1,0,0,0,3,3,0,9,9,0,1,1,0,1,1,0,4,4,0,0,0,0,0,0,0,1.3894097907468677,1.3744409587234259,-0.014968832023441792
254,2,0,0,0,8,8,0,8,8,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,2.525189542211592,2.5026757093146443,-0.02251383289694786
255,3,0,0,0,9,9,0,8,8,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.081122583709657,2.0835904590785503,0.0024678753688931465
256,0,1,1,0,10,10,0,14,14,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,1.9782767500728369,1.972317042760551,-0.0059597073122859
257,1,1,1,0,10,10,0,7,7,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,1.1783778332173824,1.255287291482091,0.07690945826470852
258,2,1,0,-1,10,8,-2,10,10,0,3,5,2,3,1,-2,4,5,1,0,0,0,0,0,0,2.401771957986057,1.8458862071856856,-0.5558857508003712
259,3,1,1,0,10,10,0,8,8,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.0935920402407646,2.1233993340283632,0.02980729378759861
260,0,0,0,0,6,6,0,8,8,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.8285487927496433,1.9048553751781583,0.07630658242851496
261,1,0,0,0,4,4,0,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8755037905648351,0.8770745415240526,0.0015707509592175484
262,2,0,0,0,7,7,0,4,4,0,1,1,0,3,3,0,3,3,0,0,0,0,0,0,0,2.163761166855693,2.117494374513626,-0.046266792342066765
263,3,0,0,0,5,5,0,4,4,0,2,2,0,1,1,0,4,4,0,0,0,0,0,0,0,1.3384075406938791,1.32132404204458,-0.017083498649299145
264,0,0,0,0,6,6,0,11,11,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,2.7623897921293974,2.74129004124552,-0.021099750883877277
265,1,0,0,0,9,9,0,14,14,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,1.9618365410715342,1.9561188342049718,-0.0057177068665623665
266,2,0,0,0,9,9,0,13,13,0,4,4,0,2,2,0,4,4,0,0,0,0,0,0,0,2.7354606660082936,2.7239679163321853,-0.01149274967610836
267,3,1,1,0,10,10,0,8,8,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,1.0593707906082273,1.096456834115088,0.03708604350686073
268,0,0,0,0,8,8,0,9,9,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.3081096252426505,2.4842694578692317,0.1761598326265812
269,1,0,0,0,7,7,0,7,6,-1,3,1,-2,1,3,2,5,4,-1,0,0,0,0,0,0,2.219196917489171,2.009084166958928,-0.21011275053024292
270,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,2.596661708317697,2.7323165414854884,0.13565483316779137
271,3,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,2.82959783449769,2.7255394998937845,-0.10405833460390568
272,0,0,1,1,9,10,1,8,9,1,2,2,0,3,4,1,4,0,-4,0,0,0,0,0,0,2.4338207077234983,1.8402846660465002,-0.5935360416769981
273,1,0,0,0,9,9,0,15,15,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.602003709413111,2.5406489595770836,-0.06135474983602762
274,2,0,0,0,9,9,0,9,9,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,2.0506480000913143,2.0515765827149153,0.0009285826236009598
275,3,0,0,0,9,9,0,8,8,0,3,3,0,2,2,0,3,3,0,0,0,0,0,0,0,1.9129520002752542,1.7207577507942915,-0.19219424948096275
276,0,1,1,0,10,10,0,9,9,0,5,5,0,1,1,0,5,5,0,0,0,0,0,0,0,1.5138596668839455,1.5774956671521068,0.0636360002681613
277,1,0,0,0,8,8,0,13,13,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,2.4468827499076724,2.450800124555826,0.003917374648153782
278,2,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,0,0,0,2.1647470416501164,2.1537147499620914,-0.011032291688024998
279,3,0,0,0,8,5,-3,10,7,-3,5,4,-1,1,0,-1,6,3,-3,0,0,0,0,0,0,2.7475484581664205,1.5712314583361149,-1.1763169998303056
280,0,0,0,0,6,6,0,6,6,0,3,3,0,1,1,0,3,3,0,0,0,0,0,0,0,1.1181790828704834,1.1234793337062001,0.005300250835716724
281,1,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,6,6,0,0,0,0,0,0,0,2.563547915779054,2.5192125402390957,-0.04433537553995848
282,2,1,1,0,10,10,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,1.873756917193532,1.8816753746941686,0.007918457500636578
283,3,0,0,0,7,7,0,7,7,0,2,2,0,2,2,0,3,3,0,0,0,0,0,0,0,1.4325136672705412,2.948190249502659,1.5156765822321177
284,0,0,0,0,6,6,0,6,6,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1.3943013744428754,1.335815541446209,-0.05848583299666643
285,1,0,0,0,4,4,0,3,3,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,1.2879357915371656,1.3123876247555017,0.024451833218336105
286,2,1,1,0,10,10,0,14,14,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,3.15115312486887,3.1347409170120955,-0.01641220785677433
287,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.4548562075942755,2.2912295842543244,-0.16362662333995104
288,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,1.4745092503726482,1.4947628742083907,0.020253623835742474
289,1,1,0,-1,10,9,-1,13,11,-2,3,4,1,3,2,-1,4,4,0,0,0,0,0,0,0,3.0842042919248343,2.194296084344387,-0.8899082075804472
290,2,0,0,0,7,7,0,10,10,0,3,3,0,1,1,0,5,5,0,1,1,0,0,0,0,1.6667967503890395,1.6747441673651338,0.007947416976094246
291,3,0,0,0,8,8,0,9,9,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.710312499664724,2.741757125593722,0.03144462592899799
292,0,0,0,0,8,8,0,8,8,0,1,1,0,3,3,0,7,7,0,0,0,0,0,0,0,2.1576400427147746,2.1478183744475245,-0.009821668267250061
293,1,0,0,0,9,9,0,12,12,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,2.040833916515112,2.0031082089990377,-0.03772570751607418
294,2,0,0,0,8,8,0,10,10,0,1,1,0,3,3,0,4,4,0,0,0,0,0,0,0,2.155572750605643,2.1255494160577655,-0.03002333454787731
295,3,0,0,0,6,6,0,9,9,0,4,4,0,1,1,0,6,6,0,0,0,0,0,0,0,2.1326262913644314,2.1305676670745015,-0.002058624289929867
296,0,1,1,0,10,10,0,6,6,0,2,2,0,3,3,0,4,4,0,0,0,0,0,0,0,1.163494042120874,1.1682885000482202,0.0047944579273462296
297,1,1,1,0,10,10,0,12,12,0,4,4,0,2,2,0,9,9,0,0,0,0,0,0,0,3.757215959019959,3.797685499303043,0.040469540283083916
298,2,0,0,0,9,9,0,9,9,0,1,1,0,4,4,0,6,6,0,0,0,0,0,0,0,1.6278568338602781,1.6256027081981301,-0.002254125662147999
299,3,0,0,0,8,8,0,12,12,0,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,2.33184012491256,2.129461375065148,-0.2023787498474121
300,0,0,0,0,9,9,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.8277153326198459,2.2728711664676666,0.44515583384782076
301,1,0,0,0,5,5,0,12,12,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177908416837454,2.456085667014122,-0.7218227498233318
302,2,0,0,0,5,5,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,1.6478971252217889,1.5989249153062701,-0.04897220991551876
303,3,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,2,2,0,1,1,0,0,0,0,1.5693520000204444,1.5927790831774473,0.023427083157002926
304,0,1,1,0,11,11,0,12,12,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.9116042079403996,1.9258185839280486,0.014214375987648964
305,1,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.8133927918970585,1.8724819999188185,0.05908920802175999
306,2,0,0,0,7,7,0,7,7,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,2.088657165877521,2.153780416585505,0.06512325070798397
307,3,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,5,5,0,1,1,0,0,0,0,3.386804166249931,3.0639791255816817,-0.32282504066824913
308,0,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,2,2,0,1,1,0,0,0,0,3.4338521668687463,3.045828458853066,-0.3880237080156803
309,1,1,0,-1,10,8,-2,13,11,-2,3,4,1,2,2,0,5,5,0,1,0,-1,0,0,0,2.4067762503400445,2.7137994589284062,0.30702320858836174
310,2,0,0,0,9,9,0,7,6,-1,0,0,0,4,4,0,7,7,0,0,0,0,0,0,0,2.4681916255503893,3.5880802497267723,1.119888624176383
311,3,0,0,0,7,7,0,6,6,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,2.6498682079836726,2.4598570419475436,-0.190011166036129
312,0,0,0,0,5,5,0,7,7,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0.8245081258937716,0.8214119579643011,-0.003096167929470539
313,1,0,1,1,6,10,4,2,10,8,0,4,4,2,2,0,8,6,-2,0,0,0,0,0,0,1.325363709591329,1.887143125757575,0.5617794161662459
314,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,7,7,0,1,1,0,0,0,0,1.935297042131424,2.1447591250762343,0.2094620829448104
315,3,1,1,0,10,10,0,13,13,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.4495589155703783,2.498058333992958,0.048499418422579765
316,0,1,1,0,10,10,0,10,10,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,1.4145392505452037,1.5186338750645518,0.10409462451934814
317,1,0,0,0,8,8,0,6,6,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,1.590611707419157,1.5528680002316833,-0.037743707187473774
318,2,0,0,0,3,3,0,4,4,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,1.2609218321740627,1.2689455412328243,0.008023709058761597
319,3,0,0,0,6,7,1,15,15,0,5,5,0,0,0,0,4,5,1,0,0,0,0,0,0,2.0806065825745463,2.1615310832858086,0.08092450071126223
320,0,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,7,7,0,1,1,0,0,0,0,1.658282833173871,1.6719544995576143,0.013671666383743286
321,1,0,0,0,9,9,0,9,9,0,5,5,0,1,1,0,4,4,0,0,0,0,0,0,0,1.530513291247189,1.5257012080401182,-0.0048120832070708275
322,2,1,1,0,10,10,0,15,15,0,5,5,0,1,1,0,6,6,0,0,0,0,0,0,0,3.0012293746694922,3.007810457609594,0.0065810829401016235
323,3,1,1,0,10,10,0,9,9,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.4647446246817708,1.4699291251599789,0.005184500478208065
324,0,1,1,0,10,10,0,10,14,4,3,4,1,2,2,0,4,2,-2,1,1,0,0,0,0,1.7491335002705455,3.4511504154652357,1.7020169151946902
325,1,1,1,0,10,10,0,12,10,-2,4,5,1,2,1,-1,2,2,0,1,1,0,0,0,0,2.3098266255110502,1.6160078756511211,-0.6938187498599291
326,2,1,1,0,10,10,0,9,9,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,1.4168816255405545,1.4120886670425534,-0.004792958498001099
327,3,0,0,0,6,6,0,8,8,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,1.6941014574840665,1.7005802923813462,0.006478834897279739
328,0,0,0,0,3,3,0,7,7,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,1.2943854574114084,1.285605582408607,-0.008779875002801418
329,1,0,0,0,3,3,0,4,5,1,3,3,0,0,0,0,6,7,1,0,0,0,0,0,0,2.485838041640818,2.3675975846126676,-0.11824045702815056
330,2,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,6,6,0,0,0,0,0,0,0,1.576058791950345,1.6025574998930097,0.026498707942664623
331,3,1,1,0,10,10,0,10,10,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.075509208254516,2.0707544991746545,-0.004754709079861641
332,0,1,1,0,10,10,0,10,10,0,4,4,0,2,2,0,10,10,0,0,0,0,0,0,0,2.047672209329903,2.046687500551343,-0.0009847087785601616
333,1,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,1,1,0,1,1,0,0,0,0,2.1192722925916314,2.1554132495075464,0.03614095691591501
334,2,0,0,0,8,8,0,8,8,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.1803311249241233,2.1397786242887378,-0.04055250063538551
335,3,1,1,0,10,10,0,7,9,2,4,4,0,1,1,0,5,4,-1,1,1,0,0,0,0,1.232473125681281,1.6143974578008056,0.3819243321195245
