seed_block,game_seed,lineup_index,lineup,rotation,seat,player_id,strategy,winner,game_finished,turns,victory_points,roads,settlements,cities,knights,largest_army,longest_road,dev_vp
0,0,9,full_ows|roads_and_cities|five_resource|port,2,2,1,port,0,1,161,9,15,5,0,0,0,1,2
0,0,9,full_ows|roads_and_cities|five_resource|port,2,3,2,full_ows,0,1,161,7,12,3,0,7,1,0,2
0,0,9,full_ows|roads_and_cities|five_resource|port,2,4,3,roads_and_cities,0,1,161,3,15,3,0,0,0,0,0
0,0,9,full_ows|roads_and_cities|five_resource|port,3,1,0,port,1,1,93,10,15,2,3,0,0,1,0
0,0,9,full_ows|roads_and_cities|five_resource|port,3,2,1,full_ows,0,1,93,7,5,1,1,3,1,0,2
0,0,9,full_ows|roads_and_cities|five_resource|port,3,3,2,roads_and_cities,0,1,93,5,11,0,2,0,0,0,1
0,0,9,full_ows|roads_and_cities|five_resource|port,3,4,3,five_resource,0,1,93,3,11,2,0,0,0,0,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,0,1,0,hybrid_ows,0,1,59,2,12,2,0,1,0,0,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,0,2,1,road_building,0,1,59,6,6,2,1,0,0,0,2
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,0,3,2,roads_and_cities,1,1,59,10,11,0,4,0,0,1,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,0,4,3,five_resource,0,1,59,3,6,2,0,0,0,0,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,1,1,0,road_building,0,1,130,7,15,3,2,0,0,0,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,1,2,1,roads_and_cities,1,1,130,10,15,1,3,0,0,1,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,1,3,2,five_resource,0,1,130,6,15,5,0,0,0,0,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,1,4,3,hybrid_ows,0,1,130,9,5,0,2,11,1,0,3
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,2,1,0,roads_and_cities,0,1,115,7,14,3,1,0,0,1,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,2,2,1,five_resource,0,1,115,4,6,1,1,0,0,0,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,2,3,2,hybrid_ows,1,1,115,10,9,2,1,3,1,0,4
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,2,4,3,road_building,0,1,115,5,13,5,0,0,0,0,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,3,1,0,five_resource,0,1,148,3,15,2,0,0,0,0,1
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,3,2,1,hybrid_ows,0,1,148,6,11,2,0,7,1,0,2
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,3,3,2,road_building,0,1,148,8,15,2,2,0,0,1,0
0,0,10,hybrid_ows|road_building|roads_and_cities|five_resource,3,4,3,roads_and_cities,1,1,148,10,14,0,4,0,0,0,2
0,0,11,hybrid_ows|road_building|roads_and_cities|port,0,1,0,hybrid_ows,0,1,59,2,11,2,0,1,0,0,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,0,2,1,road_building,0,1,59,7,6,2,1,0,0,0,3
0,0,11,hybrid_ows|road_building|roads_and_cities|port,0,3,2,roads_and_cities,1,1,59,10,12,0,4,0,0,1,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,0,4,3,port,0,1,59,2,7,2,0,0,0,0,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,1,1,0,road_building,1,1,121,10,12,0,4,0,0,1,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,1,2,1,roads_and_cities,0,1,121,4,13,0,2,0,0,0,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,1,3,2,port,0,1,121,6,15,5,0,0,0,0,1
0,0,11,hybrid_ows|road_building|roads_and_cities|port,1,4,3,hybrid_ows,0,1,121,8,6,1,1,5,1,0,3
0,0,11,hybrid_ows|road_building|roads_and_cities|port,2,1,0,roads_and_cities,1,1,93,10,12,0,4,0,0,1,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,2,2,1,port,0,1,93,5,8,3,0,0,0,0,2
0,0,11,hybrid_ows|road_building|roads_and_cities|port,2,3,2,hybrid_ows,0,1,93,8,6,0,2,5,1,0,2
0,0,11,hybrid_ows|road_building|roads_and_cities|port,2,4,3,road_building,0,1,93,3,8,3,0,0,0,0,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,3,1,0,port,1,1,173,10,13,2,3,0,0,0,2
0,0,11,hybrid_ows|road_building|roads_and_cities|port,3,2,1,hybrid_ows,0,1,173,6,12,2,0,7,1,0,2
0,0,11,hybrid_ows|road_building|roads_and_cities|port,3,3,2,road_building,0,1,173,7,15,3,1,0,0,1,0
0,0,11,hybrid_ows|road_building|roads_and_cities|port,3,4,3,roads_and_cities,0,1,173,9,15,0,4,0,0,0,1
0,0,12,hybrid_ows|road_building|five_resource|port,0,1,0,hybrid_ows,1,1,121,10,15,1,2,6,1,1,1
0,0,12,hybrid_ows|road_building|five_resource|port,0,2,1,road_building,0,1,121,2,13,2,0,0,0,0,0
0,0,12,hybrid_ows|road_building|five_resource|port,0,3,2,five_resource,0,1,121,7,11,0,2,0,0,0,3
0,0,12,hybrid_ows|road_building|five_resource|port,0,4,3,port,0,1,121,8,15,4,2,0,0,0,0
0,0,12,hybrid_ows|road_building|five_resource|port,1,1,0,road_building,0,1,111,6,15,4,0,0,0,1,0
0,0,12,hybrid_ows|road_building|five_resource|port,1,2,1,five_resource,0,1,111,4,3,0,2,0,0,0,0
0,0,12,hybrid_ows|road_building|five_resource|port,1,3,2,port,1,1,111,10,15,4,2,0,0,0,2
0,0,12,hybrid_ows|road_building|five_resource|port,1,4,3,hybrid_ows,0,1,111,8,12,0,2,4,1,0,2
0,0,12,hybrid_ows|road_building|five_resource|port,2,1,0,five_resource,1,1,65,10,13,0,4,0,0,1,0
0,0,12,hybrid_ows|road_building|five_resource|port,2,2,1,port,0,1,65,3,7,2,0,0,0,0,1
0,0,12,hybrid_ows|road_building|five_resource|port,2,3,2,hybrid_ows,0,1,65,6,3,0,2,1,0,0,2
0,0,12,hybrid_ows|road_building|five_resource|port,2,4,3,road_building,0,1,65,3,7,3,0,0,0,0,0
0,0,12,hybrid_ows|road_building|five_resource|port,3,1,0,port,0,1,144,5,12,4,0,0,0,0,1
0,0,12,hybrid_ows|road_building|five_resource|port,3,2,1,hybrid_ows,0,1,144,6,10,2,0,7,1,0,2
0,0,12,hybrid_ows|road_building|five_resource|port,3,3,2,road_building,0,1,144,6,15,2,1,0,0,1,0
0,0,12,hybrid_ows|road_building|five_resource|port,3,4,3,five_resource,1,1,144,10,13,0,4,0,0,0,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,0,1,0,hybrid_ows,1,1,113,10,15,2,2,3,1,0,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,0,2,1,roads_and_cities,0,1,113,7,15,1,2,0,0,1,0
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,0,3,2,five_resource,0,1,113,8,8,0,3,0,0,0,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,0,4,3,port,0,1,113,5,15,5,0,0,0,0,0
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,1,1,0,roads_and_cities,0,1,132,6,15,3,0,0,0,1,1
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,1,2,1,five_resource,0,1,132,4,4,1,1,0,0,0,1
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,1,3,2,port,0,1,132,8,15,3,2,0,0,0,1
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,1,4,3,hybrid_ows,1,1,132,10,11,2,2,3,1,0,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,2,1,0,five_resource,1,1,161,10,15,1,4,0,0,0,1
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,2,2,1,port,0,1,161,9,15,5,0,0,0,1,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,2,3,2,hybrid_ows,0,1,161,7,12,3,0,7,1,0,2
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,2,4,3,roads_and_cities,0,1,161,3,15,3,0,0,0,0,0
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,3,1,0,port,0,1,150,9,15,1,4,0,0,0,0
0,0,13,hybrid_ows|roads_and_cities|five_resource|port,3,2,1,hybrid_ows,1,1,150,10,13,2,1,7,1,1,2
